@URI,@support,@types,entity,@offset,@similarityScore,@percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Hudson_River,7459,"Wikidata:Q47521,Wikidata:Q4022,Schema:RiverBodyOfWater,Schema:Place,Schema:BodyOfWater,DBpedia:Stream,DBpedia:Place,DBpedia:NaturalPlace,DBpedia:Location,DBpedia:BodyOfWater,DBpedia:River",Hudson,145,0.9871724238430408,0.012994259625946959,place,Herta-Maria Perschy (23 September 1938 – 3 December 2004) was an Austrian actress whose career included performances on screen with actor Rock Hudson and on American television in both daytime and prime time.,0,0,,1296456
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,159,0.9976528716631003,0.0015592868811057639,place,Herta-Maria Perschy (23 September 1938 – 3 December 2004) was an Austrian actress whose career included performances on screen with actor Rock Hudson and on American television in both daytime and prime time.,0,0,,1296456
http://dbpedia.org/resource/Eisenstadt,391,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Eisenstadt,20,0.99999859224604,1.4077558973303224E-6,place,"Perschy was born in Eisenstadt, Burgenland, Austria and moved to Vienna at the age of 17 to study acting.",0,2,== Early life ==,1296456
http://dbpedia.org/resource/Burgenland,1198,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Burgenland,32,0.9999999829827005,1.7017264476296004E-8,place,"Perschy was born in Eisenstadt, Burgenland, Austria and moved to Vienna at the age of 17 to study acting.",0,2,== Early life ==,1296456
http://dbpedia.org/resource/Austria,54738,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Austria,44,0.9999987077076861,7.182755242434051E-7,place,"Perschy was born in Eisenstadt, Burgenland, Austria and moved to Vienna at the age of 17 to study acting.",0,2,== Early life ==,1296456
http://dbpedia.org/resource/Vienna,55955,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Vienna,65,0.9999833433806737,1.6655416717412448E-5,place,"Perschy was born in Eisenstadt, Burgenland, Austria and moved to Vienna at the age of 17 to study acting.",0,2,== Early life ==,1296456
http://dbpedia.org/resource/Germany,222095,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Germany,45,0.9961651258483043,0.002230444422178029,place,"After completing her education, she moved to Germany for more training, leading to a film career.",0,4,== Career ==,1296456
http://dbpedia.org/resource/Horst_Buchholz,169,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Horst Buchholz,80,1.0,0.0,person,Her first major success came with Nasser Asphalt where she played together with Horst Buchholz.,1,4,== Career ==,1296456
http://dbpedia.org/resource/Kingdom_of_France,8196,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",France,58,0.6093432424349027,0.4672177139601688,place,"Her acting career would eventually take her — by way of France, Italy and Great Britain — to Hollywood.",2,4,== Career ==,1296456
http://dbpedia.org/resource/Italy,155703,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Italy,66,0.8448419484436238,0.09680687978555555,place,"Her acting career would eventually take her — by way of France, Italy and Great Britain — to Hollywood.",2,4,== Career ==,1296456
