@URI,@support,@types,entity,@offset,@similarityScore,@percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Acri,57,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Acri,8,0.9804480777394146,0.01994166050310195,place,"Robert  Acri (October 1, 1918 – July 25, 2013) was an American jazz pianist.",0,0,,50883370
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,56,0.9991992001033868,6.228303433877374E-4,place,"Robert  Acri (October 1, 1918 – July 25, 2013) was an American jazz pianist.",0,0,,50883370
http://dbpedia.org/resource/Acri,57,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Acri,0,0.9787948283380357,0.02166440990868532,place,Acri graduated from Austin High School in Chicago.,1,0,,50883370
http://dbpedia.org/resource/Chicago,131732,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Chicago,42,0.9990844415512209,8.604969288288592E-4,place,Acri graduated from Austin High School in Chicago.,1,0,,50883370
http://dbpedia.org/resource/Dave_Garroway,123,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Dave Garroway,70,1.0,0.0,person,"While at Austin High, he began his career at the NBC Orchestra on the Dave Garroway Radio Show.",2,0,,50883370
http://dbpedia.org/resource/William_Russo_(musician),122,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Bill Russo,53,0.9280750984822724,0.07749627421758669,person,He also studied composition with Dr. Karel Jirak and Bill Russo.,4,0,,50883370
http://dbpedia.org/resource/William_Russo_(musician),122,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Bill Russo,53,0.9280750984822724,0.07749627421758669,person,He also studied composition with Dr. Karel Jirak and Bill Russo.,4,0,,50883370
http://dbpedia.org/resource/Chicago,131732,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Chicago,104,0.9999426308332315,2.8356620835986686E-5,place,"During his career he played in the radio orchestras of NBC and ABC, as well as in the House Band of the Chicago nightclub Mister Kelly's.",5,0,,50883370
http://dbpedia.org/resource/Harry_James,1040,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Harry James,15,1.0,5.770323684010536E-16,person,"He toured with Harry James and accompanied Lena Horne, Mike Douglas, Ella Fitzgerald, Barbra Streisand, Buddy Rich, and Woody Herman.",6,0,,50883370
http://dbpedia.org/resource/Lena_Horne,1019,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Lena Horne,43,1.0,0.0,person,"He toured with Harry James and accompanied Lena Horne, Mike Douglas, Ella Fitzgerald, Barbra Streisand, Buddy Rich, and Woody Herman.",6,0,,50883370
