@URI,@support,@types,entity,@offset,@similarityScore,@percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Margaret_of_Valois,276,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty",Marguerite,7,0.9999495220492296,5.030011012379274E-5,person,"Anahid Marguerite Ajemian (January 26, 1924 – June 13, 2016) was an American violinist of Armenian descent.",0,0,,2284844
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,70,0.9998205808951068,9.57618231752495E-5,place,"Anahid Marguerite Ajemian (January 26, 1924 – June 13, 2016) was an American violinist of Armenian descent.",0,0,,2284844
http://dbpedia.org/resource/Manhattan,33236,"Wikidata:Q486972,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:CityDistrict",Manhattan,20,0.9982898059492243,0.001438754819035325,place,"Ajemian was born in Manhattan on January 26, 1924, to Armenian immigrant parents.",0,2,== Early life and education ==,2284844
http://dbpedia.org/resource/Abraham_Lincoln,12998,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",Lincoln,26,0.9973955708315039,0.0022092288000457173,person,"After graduating from the Lincoln School, Ajemian continued her education at the Juilliard School, studying violin with Édouard Dethier and chamber music with Hans Letz and Felix Salmon, and played in the Juilliard orchestra under Albert Stoessel and Edgar Shenkman.",3,2,== Early life and education ==,2284844
http://dbpedia.org/resource/Felix_Salmon,39,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Felix Salmon,174,0.9999999999979536,0.0,person,"After graduating from the Lincoln School, Ajemian continued her education at the Juilliard School, studying violin with Édouard Dethier and chamber music with Hans Letz and Felix Salmon, and played in the Juilliard orchestra under Albert Stoessel and Edgar Shenkman.",3,2,== Early life and education ==,2284844
http://dbpedia.org/resource/Malta,29420,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Malta,91,0.9994542142722811,2.0409266746677603E-4,place,"Among the many honors that have followed, the Order of St. James appointed her a Knight of Malta for her lifelong support of contemporary classical music.",2,4,== Musical career ==,2284844
http://dbpedia.org/resource/John_Cage,2279,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",John Cage,203,1.0,4.9648955511242345E-24,person,"With her pianist sister Maro Ajemian, she performed in Europe, Canada and throughout the United States in a wide repertoire including works which were written for them by such distinguished composers as John Cage, Henry Cowell, Alan Hovhaness, Ernst Krenek, Lou Harrison, Wallingford Riegger, Carlos Surinach, and Ben Weber.",0,5,== Musical career ==,2284844
http://dbpedia.org/resource/Henry_Cowell,421,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Henry Cowell,214,1.0,3.679476609210605E-29,person,"With her pianist sister Maro Ajemian, she performed in Europe, Canada and throughout the United States in a wide repertoire including works which were written for them by such distinguished composers as John Cage, Henry Cowell, Alan Hovhaness, Ernst Krenek, Lou Harrison, Wallingford Riegger, Carlos Surinach, and Ben Weber.",0,5,== Musical career ==,2284844
http://dbpedia.org/resource/Lou_Harrison,310,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Lou Harrison,258,1.0,0.0,person,"With her pianist sister Maro Ajemian, she performed in Europe, Canada and throughout the United States in a wide repertoire including works which were written for them by such distinguished composers as John Cage, Henry Cowell, Alan Hovhaness, Ernst Krenek, Lou Harrison, Wallingford Riegger, Carlos Surinach, and Ben Weber.",0,5,== Musical career ==,2284844
http://dbpedia.org/resource/Wallingford_Riegger,67,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Wallingford Riegger,272,1.0,0.0,person,"With her pianist sister Maro Ajemian, she performed in Europe, Canada and throughout the United States in a wide repertoire including works which were written for them by such distinguished composers as John Cage, Henry Cowell, Alan Hovhaness, Ernst Krenek, Lou Harrison, Wallingford Riegger, Carlos Surinach, and Ben Weber.",0,5,== Musical career ==,2284844
http://dbpedia.org/resource/Ben_Weber_(actor),17,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Ben Weber,314,0.47134671016255436,0.5607843137254892,person,"With her pianist sister Maro Ajemian, she performed in Europe, Canada and throughout the United States in a wide repertoire including works which were written for them by such distinguished composers as John Cage, Henry Cowell, Alan Hovhaness, Ernst Krenek, Lou Harrison, Wallingford Riegger, Carlos Surinach, and Ben Weber.",0,5,== Musical career ==,2284844
http://dbpedia.org/resource/Henry_Cowell,421,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Henry Cowell,214,1.0,3.679476609210605E-29,person,"With her pianist sister Maro Ajemian, she performed in Europe, Canada and throughout the United States in a wide repertoire including works which were written for them by such distinguished composers as John Cage, Henry Cowell, Alan Hovhaness, Ernst Krenek, Lou Harrison, Wallingford Riegger, Carlos Surinach, and Ben Weber.",0,5,== Musical career ==,2284844
http://dbpedia.org/resource/Lou_Harrison,310,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Lou Harrison,258,1.0,0.0,person,"With her pianist sister Maro Ajemian, she performed in Europe, Canada and throughout the United States in a wide repertoire including works which were written for them by such distinguished composers as John Cage, Henry Cowell, Alan Hovhaness, Ernst Krenek, Lou Harrison, Wallingford Riegger, Carlos Surinach, and Ben Weber.",0,5,== Musical career ==,2284844
http://dbpedia.org/resource/Europe,82142,"Schema:Place,Schema:Continent,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Continent",Europe,55,0.9999309392138656,5.498534067347073E-5,place,"With her pianist sister Maro Ajemian, she performed in Europe, Canada and throughout the United States in a wide repertoire including works which were written for them by such distinguished composers as John Cage, Henry Cowell, Alan Hovhaness, Ernst Krenek, Lou Harrison, Wallingford Riegger, Carlos Surinach, and Ben Weber.",0,5,== Musical career ==,2284844
http://dbpedia.org/resource/Canada,184784,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Canada,63,0.9996894653679279,1.6094790683010492E-4,place,"With her pianist sister Maro Ajemian, she performed in Europe, Canada and throughout the United States in a wide repertoire including works which were written for them by such distinguished composers as John Cage, Henry Cowell, Alan Hovhaness, Ernst Krenek, Lou Harrison, Wallingford Riegger, Carlos Surinach, and Ben Weber.",0,5,== Musical career ==,2284844
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",United States,89,0.9999987224111554,7.922580394726472E-7,place,"With her pianist sister Maro Ajemian, she performed in Europe, Canada and throughout the United States in a wide repertoire including works which were written for them by such distinguished composers as John Cage, Henry Cowell, Alan Hovhaness, Ernst Krenek, Lou Harrison, Wallingford Riegger, Carlos Surinach, and Ben Weber.",0,5,== Musical career ==,2284844
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,118,0.9412010293796105,0.06158892361916439,place,They were the first musicians to receive the Laurel Leaf Award of the Composers Alliance for Distinguished Service to American Music.,2,5,== Musical career ==,2284844
