URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Woody_Herman,956.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Woody Herman,0.0,1.0,0.0,person,"Woody Herman Shaw Jr.  (December 24, 1944 – May 10, 1989) was an American jazz trumpeter, flugelhornist, cornetist, composer, arranger, band leader, and educator.",0,0,,696825
http://dbpedia.org/resource/George_Bernard_Shaw,3454.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Shaw,13.0,0.8322265242443737,0.1390269988859787,person,"Woody Herman Shaw Jr.  (December 24, 1944 – May 10, 1989) was an American jazz trumpeter, flugelhornist, cornetist, composer, arranger, band leader, and educator.",0,0,,696825
http://dbpedia.org/resource/Woody_Herman,956.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Woody Herman,0.0,1.0,0.0,person,"Woody Herman Shaw Jr.  (December 24, 1944 – May 10, 1989) was an American jazz trumpeter, flugelhornist, cornetist, composer, arranger, band leader, and educator.",0,0,,696825
http://dbpedia.org/resource/United_States,551746.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,67.0,0.9994421820154864,0.000491247804568238,place,"Woody Herman Shaw Jr.  (December 24, 1944 – May 10, 1989) was an American jazz trumpeter, flugelhornist, cornetist, composer, arranger, band leader, and educator.",0,0,,696825
http://dbpedia.org/resource/Composer,,http://dbpedia.org/ontology/Person,,,,,person,"Woody Herman Shaw Jr.  (December 24, 1944 – May 10, 1989) was an American jazz trumpeter, flugelhornist, cornetist, composer, arranger, band leader, and educator.",0,0,,696825
http://dbpedia.org/resource/George_Bernard_Shaw,3454.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Shaw,0.0,0.9718508788151488,0.0119414247951656,person,Shaw is widely known as one of the most important and influential jazz trumpeters and composers of the twentieth century.,1,0,,696825
http://dbpedia.org/resource/Woody_Shaw,456.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Woody Shaw,0.0,1.0,0.0,person,"Woody Shaw was born in Laurinburg, North Carolina, United States.",0,3,== Biography == | === Early life and background ===,696825
http://dbpedia.org/resource/Woody_Shaw,456.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Woody Shaw,0.0,1.0,0.0,person,"Woody Shaw was born in Laurinburg, North Carolina, United States.",0,3,== Biography == | === Early life and background ===,696825
"http://dbpedia.org/resource/Laurinburg,_North_Carolina",214.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Laurinburg, North Carolina",23.0,1.0,0.0,place,"Woody Shaw was born in Laurinburg, North Carolina, United States.",0,3,== Biography == | === Early life and background ===,696825
http://dbpedia.org/resource/United_States,551746.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",United States,51.0,0.9999275260385896,4.1516579690607074e-05,place,"Woody Shaw was born in Laurinburg, North Carolina, United States.",0,3,== Biography == | === Early life and background ===,696825
