entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"Adagio (tales, 1943)",0,33,== Writings ==,,,,,,1107893
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"Allegro (fables, 1944)",0,34,== Writings ==,,,,,,1107893
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"Andante (poems, 1944)",0,35,== Writings ==,,,,,,1107893
person,http://dbpedia.org/resource/Daniel_arap_Moi,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician","Moi, mes souliers (autobiography, 1955)",0,39,== Writings ==,530,Moi,0,0.9804341174464541,0.01994824305414223,1107893
time,,,"Félix Leclerc,  (August 2, 1914 – August 8, 1988) was a French-Canadian singer-songwriter, poet, writer, actor and Québécois political activist.",0,0,,,"August 2 , 1914",,,,1107893
time,,,"Félix Leclerc,  (August 2, 1914 – August 8, 1988) was a French-Canadian singer-songwriter, poet, writer, actor and Québécois political activist.",0,0,,,"August 8 , 1988",,,,1107893
time,,,"He was made an Officer of the Order of Canada on December 20, 1968.",1,0,,,"December 20 , 1968",,,,1107893
time,,,"Leclerc was posthumously inducted into the Canadian Songwriters Hall of Fame for his songs ""Moi, mes souliers"", ""Le P'tit Bonheur"" and ""Le Tour de l'île"" in 2006.",2,0,,,in 2006,,,,1107893
time,,,"Félix Leclerc was born in La Tuque, Quebec, Canada in 1914, the sixth in a family of eleven children.",0,2,== History ==,,in 1914,,,,1107893
time,,,Leclerc worked at several jobs before becoming a radio announcer in Québec City and Trois-Rivières from 1934 to 1937.,0,3,== History ==,,from 1934,,,,1107893
time,,,Leclerc worked at several jobs before becoming a radio announcer in Québec City and Trois-Rivières from 1934 to 1937.,0,3,== History ==,,1937,,,,1107893
time,,,"In 1939, he began working as a writer at Radio-Canada in Montréal, developing scripts for radio dramas, including Je me souviens.",1,3,== History ==,,In 1939,,,,1107893
time,,,"In 1950, he was discovered by Paris impresario, Jacques Canetti, and performed in France to great success.",0,4,== History ==,,In 1950,,,,1107893
time,,,He returned to Québec in 1953.,2,4,== History ==,,in 1953,,,,1107893
time,,,"In 1958, he received the top award of the Académie Charles Cros in France for his second album.",3,4,== History ==,,In 1958,,,,1107893
time,,,"He was invested into the Order of Canada in 1971, the National Order of Québec and became a Chevalier of the French Légion d'honneur in 1986.",4,4,== History ==,,in 1971,,,,1107893
time,,,"He was invested into the Order of Canada in 1971, the National Order of Québec and became a Chevalier of the French Légion d'honneur in 1986.",4,4,== History ==,,d'honneur in 1986,,,,1107893
time,,,"Leclerc was the father of three children: the photographer and cameraman Martin Leclerc, film director Francis Leclerc and Nathalie Leclerc, general and artistic director of l’Espace Félix-Leclerc and vice-president of the Fondation Félix-Leclerc.",0,5,== History ==,,father of three,,,,1107893
time,,,"He died in his sleep in Saint-Pierre-de-l'Île-d'Orléans, Québec, in 1988.",0,6,== History ==,,in 1988,,,,1107893
time,,,A monument in his memory was constructed there in 1989.,1,6,== History ==,,in 1989,,,,1107893
time,,,"A house which he occupied from 1956 to 1967 (and where his son Martin stayed with his mother for another year) is also a museum in his honour in Vaudreuil-Dorion, west of Montréal.",2,6,== History ==,,from 1956,,,,1107893
time,,,"A house which he occupied from 1956 to 1967 (and where his son Martin stayed with his mother for another year) is also a museum in his honour in Vaudreuil-Dorion, west of Montréal.",2,6,== History ==,,1967,,,,1107893
time,,,"In 2000, the Government of Canada honored him with a postage stamp.",2,8,== History ==,,In 2000,,,,1107893
time,,,"His semi-autobiographical novel Pieds nus dans l'aube was adapted by his son, filmmaker Francis Leclerc, as the 2017 film Barefoot at Dawn.",0,9,== History ==,,2017 film,,,,1107893
time,,,Chante ses derniers succès sur disques (1951),0,11,== Recordings ==,,1951,,,,1107893
time,,,Félix Leclerc chante (1957),0,12,== Recordings ==,,1957,,,,1107893
time,,,Félix Leclerc et sa guitare (1958),0,13,== Recordings ==,,1958,,,,1107893
time,,,Félix Leclerc et sa guitare Vol. 2 (1959),0,14,== Recordings ==,,2,,,,1107893
time,,,Félix Leclerc et sa guitare Vol. 2 (1959),0,14,== Recordings ==,,1959,,,,1107893
time,,,3 (1959),1,15,== Recordings ==,,3,,,,1107893
time,,,3 (1959),1,15,== Recordings ==,,1959,,,,1107893
time,,,Le roi heureux (1962),0,16,== Recordings ==,,1962,,,,1107893
time,,,Félix Leclerc (1964),0,17,== Recordings ==,,1964,,,,1107893
time,,,Mes premières chansons (1964),0,18,== Recordings ==,,1964,,,,1107893
time,,,Moi mes chansons (1966),0,19,== Recordings ==,,1966,,,,1107893
time,,,La vie (1967),0,20,== Recordings ==,,1967,,,,1107893
time,,,L'héritage (1968),0,21,== Recordings ==,,1968,,,,1107893
time,,,Mes Longs Voyages (1968),0,22,== Recordings ==,,1968,,,,1107893
time,,,Félix Leclerc dit pieds nus dans l'aube (1969),0,23,== Recordings ==,,1969,,,,1107893
time,,,J'inviterai l'enfance (1969),0,24,== Recordings ==,,1969,,,,1107893
time,,,L'alouette en colère (1972),0,25,== Recordings ==,,1972,,,,1107893
time,,,Le tour de l'île (1975),0,26,== Recordings ==,,1975,,,,1107893
time,,,Mon fils (1978),0,27,== Recordings ==,,1978,,,,1107893
time,,,Le bal (1979),0,28,== Recordings ==,,1979,,,,1107893
time,,,Mouillures (1979),0,29,== Recordings ==,,1979,,,,1107893
time,,,Prière bohémienne (1979),0,30,== Recordings ==,,1979,,,,1107893
time,,,La légende du petit ours gris (1979),0,31,== Recordings ==,,1979,,,,1107893
time,,,"Adagio (tales, 1943)",0,33,== Writings ==,,1943,,,,1107893
time,,,"Allegro (fables, 1944)",0,34,== Writings ==,,1944,,,,1107893
time,,,"Andante (poems, 1944)",0,35,== Writings ==,,1944,,,,1107893
time,,,"Pieds nus dans l'aube (novel, 1946)",0,36,== Writings ==,,1946,,,,1107893
time,,,"Dialogue d'hommes et de bêtes (theater, 1949)",0,37,== Writings ==,,1949,,,,1107893
time,,,"Le hamac dans les voiles (anthology, 1952)",0,38,== Writings ==,,1952,,,,1107893
time,,,"Moi, mes souliers (autobiography, 1955)",0,39,== Writings ==,,1955,,,,1107893
time,,,"Le fou de l'île (novel, 1958)",0,40,== Writings ==,,1958,,,,1107893
time,,,"Le calepin d'un flâneur (short texts, 1961)",0,41,== Writings ==,,1961,,,,1107893
time,,,"L'auberge des morts subites (theater, 1963)",0,42,== Writings ==,,1963,,,,1107893
time,,,"Chansons pour tes yeux (poems, 1968)",0,43,== Writings ==,,1968,,,,1107893
time,,,"Cent chansons (songs, 1970)",0,44,== Writings ==,,1970,,,,1107893
time,,,"Carcajou ou le diable des bois (novel, 1973)",0,45,== Writings ==,,1973,,,,1107893
time,,,"(theater, 1977)",1,46,== Writings ==,,1977,,,,1107893
time,,,"Le petit livre bleu de Félix ou Le nouveau calepin du même flâneur (short texts, 1978)",0,47,== Writings ==,,1978,,,,1107893
time,,,"Rêves à vendre (poems, 1978)",0,48,== Writings ==,,1978,,,,1107893
time,,,"Le dernier calepin (short texts, 1988)",0,49,== Writings ==,,1988,,,,1107893
