@URI,@support,@types,entity,@offset,@similarityScore,@percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Gordon_Bok,31,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Gordon Bok,0,1.0,0.0,person,"Gordon Bok (born October 31, 1939) is an American folklorist and singer-songwriter, who grew up in Camden, Maine and is associated with music from New England.",0,0,,288011
http://dbpedia.org/resource/Gordon_Bok,31,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Gordon Bok,0,1.0,0.0,person,"Gordon Bok (born October 31, 1939) is an American folklorist and singer-songwriter, who grew up in Camden, Maine and is associated with music from New England.",0,0,,288011
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,41,0.9034432224543216,0.10512249036256022,place,"Gordon Bok (born October 31, 1939) is an American folklorist and singer-songwriter, who grew up in Camden, Maine and is associated with music from New England.",0,0,,288011
"http://dbpedia.org/resource/Camden,_Maine",278,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town","Camden, Maine",99,0.9999999999984652,0.0,place,"Gordon Bok (born October 31, 1939) is an American folklorist and singer-songwriter, who grew up in Camden, Maine and is associated with music from New England.",0,0,,288011
http://dbpedia.org/resource/New_England,19366,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",New England,147,0.9988345590137866,0.001077968262358765,place,"Gordon Bok (born October 31, 1939) is an American folklorist and singer-songwriter, who grew up in Camden, Maine and is associated with music from New England.",0,0,,288011
http://dbpedia.org/resource/Paul_Stookey,153,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Noel Paul Stookey,48,1.0,0.0,person,"Bok's first album, self-titled, was produced by Noel Paul Stookey (Paul of Peter, Paul, and Mary) and released in 1965 on the Verve Records' Verve Folkways subsidiary.",0,2,== Career ==,288011
http://dbpedia.org/resource/Mary_II_of_England,1760,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty",Mary,92,0.5303164715386511,0.5901242492556658,person,"Bok's first album, self-titled, was produced by Noel Paul Stookey (Paul of Peter, Paul, and Mary) and released in 1965 on the Verve Records' Verve Folkways subsidiary.",0,2,== Career ==,288011
http://dbpedia.org/resource/Paul_Stookey,153,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Noel Paul Stookey,48,1.0,0.0,person,"Bok's first album, self-titled, was produced by Noel Paul Stookey (Paul of Peter, Paul, and Mary) and released in 1965 on the Verve Records' Verve Folkways subsidiary.",0,2,== Career ==,288011
http://dbpedia.org/resource/Bok_(lunar_crater),48,"Schema:Place,DBpedia:Place,DBpedia:NaturalPlace,DBpedia:Location,DBpedia:Crater",Bok,0,0.9751423896756143,0.0,place,"Bok's first album, self-titled, was produced by Noel Paul Stookey (Paul of Peter, Paul, and Mary) and released in 1965 on the Verve Records' Verve Folkways subsidiary.",0,2,== Career ==,288011
http://dbpedia.org/resource/Alan_Paton,162,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Paton,61,0.7922211869565611,0.26217272543483466,person,"His second album, A Tune for November, was released on Sandy Paton's Connecticut-based Folk-Legacy label in 1970.",1,2,== Career ==,288011
