@URI,@support,@types,entity,@offset,@similarityScore,@percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/John_David_Booty,63,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,Wikidata:Q14128148,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:GridironFootballPlayer,DBpedia:Athlete,DBpedia:Agent,DBpedia:AmericanFootballPlayer",John David,0,0.5835347237826277,0.5623317456130049,person,"John David ""J.D.""",0,0,,1129635
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,38,0.9086053438316289,0.0990910179067845,place,"Souther (born November 2, 1945) is an American singer, songwriter, and actor.",1,0,,1129635
http://dbpedia.org/resource/Linda_Ronstadt,1760,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Linda Ronstadt,48,0.9999999999976694,2.3344526186265487E-12,person,He has written and co-written songs recorded by Linda Ronstadt and the Eagles.,2,0,,1129635
http://dbpedia.org/resource/Linda_Ronstadt,1760,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Linda Ronstadt,48,0.9999999999976694,2.3344526186265487E-12,person,He has written and co-written songs recorded by Linda Ronstadt and the Eagles.,2,0,,1129635
http://dbpedia.org/resource/Eden_District,416,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Eden,58,0.5704234613444602,0.7514782448387755,place,"""How Long"", which appears on the Eagles' Long Road Out of Eden, was written by Souther and originally recorded on his first solo album in 1972.",5,0,,1129635
http://dbpedia.org/resource/James_Taylor,1933,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",James Taylor,140,0.9999999999980673,1.9211455463722746E-12,person,"Souther recorded two major hit songs in his solo career: ""You're Only Lonely"" (1979) and ""Her Town Too"" (1981), a duet with longtime friend James Taylor.",6,0,,1129635
http://dbpedia.org/resource/Detroit,48204,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Detroit,20,0.9999126551945388,4.700246452897871E-5,place,"Souther was born in Detroit, Michigan, United States, and raised in Amarillo, Texas.",0,2,== Career ==,1129635
http://dbpedia.org/resource/Michigan,73376,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Michigan,29,0.9992703147129717,4.118747936074379E-4,place,"Souther was born in Detroit, Michigan, United States, and raised in Amarillo, Texas.",0,2,== Career ==,1129635
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",United States,39,0.9999610998271492,2.537616057525343E-5,place,"Souther was born in Detroit, Michigan, United States, and raised in Amarillo, Texas.",0,2,== Career ==,1129635
"http://dbpedia.org/resource/Amarillo,_Texas",2104,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Amarillo, Texas",68,0.9999999999999432,0.0,place,"Souther was born in Detroit, Michigan, United States, and raised in Amarillo, Texas.",0,2,== Career ==,1129635
http://dbpedia.org/resource/Roy_Orbison,1605,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Roy Orbison,95,1.0,0.0,person,"As a musician and songwriter, he was greatly influenced in his formative years by fellow Texan Roy Orbison.",1,2,== Career ==,1129635
http://dbpedia.org/resource/Roy_Orbison,1605,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Roy Orbison,95,1.0,0.0,person,"As a musician and songwriter, he was greatly influenced in his formative years by fellow Texan Roy Orbison.",1,2,== Career ==,1129635
http://dbpedia.org/resource/Norman_Petty,330,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Norman Petty,80,1.0,0.0,person,"His first recordings were with local group 'The Cinders' who traveled to nearby Norman Petty Studios in Clovis, New Mexico.",0,3,== Career ==,1129635
http://dbpedia.org/resource/Norman_Petty,330,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Norman Petty,80,1.0,0.0,person,"His first recordings were with local group 'The Cinders' who traveled to nearby Norman Petty Studios in Clovis, New Mexico.",0,3,== Career ==,1129635
"http://dbpedia.org/resource/Clovis,_New_Mexico",434,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Clovis, New Mexico",104,1.0,0.0,place,"His first recordings were with local group 'The Cinders' who traveled to nearby Norman Petty Studios in Clovis, New Mexico.",0,3,== Career ==,1129635
http://dbpedia.org/resource/Norman_Petty,330,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Norman Petty,75,1.0,0.0,person,"Their first 45 rpm record was released on the tiny RIC label in 1965, then Norman Petty successfully shopped their recordings to Warner Brothers for a second single release as 'John David and The Cinders' in 1966.",1,3,== Career ==,1129635
http://dbpedia.org/resource/John_David_Booty,63,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,Wikidata:Q14128148,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:GridironFootballPlayer,DBpedia:Athlete,DBpedia:Agent,DBpedia:AmericanFootballPlayer",John David,177,0.7999205536558134,0.19707708502455576,person,"Their first 45 rpm record was released on the tiny RIC label in 1965, then Norman Petty successfully shopped their recordings to Warner Brothers for a second single release as 'John David and The Cinders' in 1966.",1,3,== Career ==,1129635
http://dbpedia.org/resource/Norman_Petty,330,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Norman Petty,75,1.0,0.0,person,"Their first 45 rpm record was released on the tiny RIC label in 1965, then Norman Petty successfully shopped their recordings to Warner Brothers for a second single release as 'John David and The Cinders' in 1966.",1,3,== Career ==,1129635
