entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID
person,http://dbpedia.org/resource/Journalist,http://dbpedia.org/ontology/Person,"Lefteris (Eleftherios) Papadopoulos (Greek: Λευτέρης Παπαδόπουλος) is a Greek lyricist, writer and journalist.",0,0,,,,,,,3808845
person,http://dbpedia.org/resource/Lefteris_Papadopoulos,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Lefteris Papadopoulos was born in Athens, Greece on 14 November 1935.",0,1,,87.0,Lefteris Papadopoulos,0.0,1.0,0.0,3808845
place,http://dbpedia.org/resource/Athens,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Lefteris Papadopoulos was born in Athens, Greece on 14 November 1935.",0,1,,38718.0,Athens,34.0,0.9999988333098584,7.989686171427857e-07,3808845
place,http://dbpedia.org/resource/Greece,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Lefteris Papadopoulos was born in Athens, Greece on 14 November 1935.",0,1,,70340.0,Greece,42.0,0.99992410280127,6.717518712192103e-05,3808845
place,http://dbpedia.org/resource/Bursa,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","He is the son of Greek refugees, with a father from a village near Bursa in today's Turkey and a mother from a village near Novorossiysk in Russia.",1,1,,1816.0,Bursa,67.0,0.9617914640796584,0.0397260567673766,3808845
place,http://dbpedia.org/resource/Turkey,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","He is the son of Greek refugees, with a father from a village near Bursa in today's Turkey and a mother from a village near Novorossiysk in Russia.",1,1,,89593.0,Turkey,84.0,0.9998760256009156,0.00011758074861124356,3808845
place,http://dbpedia.org/resource/Novorossiysk,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","He is the son of Greek refugees, with a father from a village near Bursa in today's Turkey and a mother from a village near Novorossiysk in Russia.",1,1,,839.0,Novorossiysk,124.0,0.9999988425283156,4.879408933376032e-07,3808845
place,http://dbpedia.org/resource/Russia,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","He is the son of Greek refugees, with a father from a village near Bursa in today's Turkey and a mother from a village near Novorossiysk in Russia.",1,1,,137057.0,Russia,140.0,0.986424821012572,0.0136305064331891,3808845
place,http://dbpedia.org/resource/Greece,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",His parents were expelled in 1924 during the population exchange between Greece and Turkey.,2,1,,70340.0,Greece,73.0,0.998254850715786,0.0014160172532571,3808845
place,http://dbpedia.org/resource/Turkey,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",His parents were expelled in 1924 during the population exchange between Greece and Turkey.,2,1,,89593.0,Turkey,84.0,0.9997878904710076,0.00013504908701250242,3808845
place,http://dbpedia.org/resource/Athens,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",He enrolled at the Law School of the University of Athens but stopped during his third year in order to work as a journalist.,3,1,,38718.0,Athens,51.0,0.9992587783695508,0.00046434117322307424,3808845
person,http://dbpedia.org/resource/Journalist,http://dbpedia.org/ontology/Person,He enrolled at the Law School of the University of Athens but stopped during his third year in order to work as a journalist.,3,1,,,,,,,3808845
person,http://dbpedia.org/resource/Mikis_Theodorakis,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","He has written the lyrics for about 1,200 songs and has co-worked with nearly all of the well-known musicians, composers and singers of his generation, namely Mikis Theodorakis, Stavros Xarhakos, Manos Loizos, Stavros Koujioumtzis, Mimis Plessas, Christos Nikolopoulos, Stelios Kazantzidis, Grigoris Bithikotsis, George Dalaras, Marinella, Viki Mosholiou and others.",1,2,,484.0,Mikis Theodorakis,159.0,1.0,0.0,3808845
person,http://dbpedia.org/resource/Stavros_Xarchakos,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","He has written the lyrics for about 1,200 songs and has co-worked with nearly all of the well-known musicians, composers and singers of his generation, namely Mikis Theodorakis, Stavros Xarhakos, Manos Loizos, Stavros Koujioumtzis, Mimis Plessas, Christos Nikolopoulos, Stelios Kazantzidis, Grigoris Bithikotsis, George Dalaras, Marinella, Viki Mosholiou and others.",1,2,,69.0,Stavros Xarhakos,178.0,1.0,0.0,3808845
