entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID,timeEntityType
place,http://dbpedia.org/resource/Paris,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Alain was born in Saint-Germain-en-Laye in the western suburbs of Paris, into a family of musicians.",0,3,== Biography ==,139486.0,Paris,66.0,0.9999563687110832,4.3621689433631015e-05,1052490,
person,http://dbpedia.org/resource/Albert_Alain,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","His father, Albert Alain (1880–1971) was an organist, composer and amateur organ builder who had studied with Alexandre Guilmant and Louis Vierne.",1,3,== Biography ==,6.0,Albert Alain,12.0,1.0,0.0,1052490,
person,http://dbpedia.org/resource/Composer,http://dbpedia.org/ontology/Person,"His father, Albert Alain (1880–1971) was an organist, composer and amateur organ builder who had studied with Alexandre Guilmant and Louis Vierne.",1,3,== Biography ==,,,,,,1052490,
person,http://dbpedia.org/resource/Alexandre_Guilmant,http://dbpedia.org/ontology/Person,"His father, Albert Alain (1880–1971) was an organist, composer and amateur organ builder who had studied with Alexandre Guilmant and Louis Vierne.",1,3,== Biography ==,,,,,,1052490,
person,http://dbpedia.org/resource/Louis_Vierne,http://dbpedia.org/ontology/Person,"His father, Albert Alain (1880–1971) was an organist, composer and amateur organ builder who had studied with Alexandre Guilmant and Louis Vierne.",1,3,== Biography ==,,,,,,1052490,
person,http://dbpedia.org/resource/Composer,http://dbpedia.org/ontology/Person,"His younger brother was the composer, organist and pianist Olivier Alain (1918–1994), and his youngest sister the organist Marie-Claire Alain (1926–2013).",2,3,== Biography ==,,,,,,1052490,
person,http://dbpedia.org/resource/Olivier_Alain,http://dbpedia.org/ontology/Person,"His younger brother was the composer, organist and pianist Olivier Alain (1918–1994), and his youngest sister the organist Marie-Claire Alain (1926–2013).",2,3,== Biography ==,,,,,,1052490,
person,http://dbpedia.org/resource/Marie-Claire_Alain,http://dbpedia.org/ontology/Person,"His younger brother was the composer, organist and pianist Olivier Alain (1918–1994), and his youngest sister the organist Marie-Claire Alain (1926–2013).",2,3,== Biography ==,,,,,,1052490,
person,http://dbpedia.org/resource/Louis_IX_of_France,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty","Jehan received his initial training in the piano from Augustin Pierson, the organist of Saint-Louis at Versailles, and in the organ from his father, who had built a four-manual instrument in the family sitting room.",3,3,== Biography ==,1706.0,Saint-Louis,88.0,0.9944065541849184,0.0055496181916988,1052490,
place,http://dbpedia.org/resource/Palace_of_Versailles,"Wikidata:Q41176,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:ArchitecturalStructure,DBpedia:Building","Jehan received his initial training in the piano from Augustin Pierson, the organist of Saint-Louis at Versailles, and in the organ from his father, who had built a four-manual instrument in the family sitting room.",3,3,== Biography ==,4260.0,Versailles,103.0,0.9999482404776342,4.3684311954518414e-05,1052490,
person,http://dbpedia.org/resource/Felix_Bloch,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Scientist","Between 1927 and 1939, he attended the Paris Conservatoire and achieved First Prize in Harmony under André Bloch and First Prize in Fugue with Georges Caussade.",0,4,== Biography ==,163.0,Bloch,108.0,0.9536263700528856,0.0444544648924175,1052490,
person,http://dbpedia.org/resource/Georges_Caussade,http://dbpedia.org/ontology/Person,"Between 1927 and 1939, he attended the Paris Conservatoire and achieved First Prize in Harmony under André Bloch and First Prize in Fugue with Georges Caussade.",0,4,== Biography ==,,,,,,1052490,
person,http://dbpedia.org/resource/Paul_Dukas,http://dbpedia.org/ontology/Person,"His studies in composition with Paul Dukas and Jean Roger-Ducasse won him the Prix des amis de l'orgue in 1936 for his Suite for Organ, Op.",2,4,== Biography ==,,,,,,1052490,
person,http://dbpedia.org/resource/Jean_Roger-Ducasse,http://dbpedia.org/ontology/Person,"His studies in composition with Paul Dukas and Jean Roger-Ducasse won him the Prix des amis de l'orgue in 1936 for his Suite for Organ, Op.",2,4,== Biography ==,,,,,,1052490,
person,http://dbpedia.org/resource/Saint_Nicholas,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q43115,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Saint","He was appointed organist of Eglise Saint-Nicolas de Maisons-Laffitte in Paris in 1935, and remained there for four years.",4,4,== Biography ==,2631.0,Saint-Nicolas,36.0,0.9989190323746588,0.0007699233207407296,1052490,
place,http://dbpedia.org/resource/Maisons-Laffitte,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","He was appointed organist of Eglise Saint-Nicolas de Maisons-Laffitte in Paris in 1935, and remained there for four years.",4,4,== Biography ==,147.0,Maisons-Laffitte,53.0,0.7533544592925704,0.2399595631419312,1052490,
place,http://dbpedia.org/resource/Paris,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","He was appointed organist of Eglise Saint-Nicolas de Maisons-Laffitte in Paris in 1935, and remained there for four years.",4,4,== Biography ==,139486.0,Paris,73.0,0.9999961310853204,3.868336718465012e-06,1052490,
event,http://dbpedia.org/resource/World_War_II,"Wikidata:Q1656682,DUL:Event,Schema:Event,DBpedia:SocietalEvent,DBpedia:Event,DBpedia:MilitaryConflict","His short career as a composer began in 1929, when Alain was 18, and lasted until the outbreak of the Second World War 10 years later.",0,5,== Biography ==,254679.0,Second World War,102.0,0.999549690013784,0.00044620771475276994,1052490,
person,http://dbpedia.org/resource/Composer,http://dbpedia.org/ontology/Person,"His short career as a composer began in 1929, when Alain was 18, and lasted until the outbreak of the Second World War 10 years later.",0,5,== Biography ==,,,,,,1052490,
person,http://dbpedia.org/resource/Claude_Debussy,http://dbpedia.org/ontology/Person,"His music was influenced not only by the musical language of the earlier Claude Debussy and his own contemporary Olivier Messiaen (seen in Le jardin suspendu, 1934), but also by an interest in the music, dance and philosophies of the far east (acquired at the Exposition coloniale internationale of 1931 and seen in Deux danses à Agni Yavishta, 1932, and Deuxième fantaisie, 1936), a renaissance of baroque music (seen in Variations sur un thème de Clément Janequin, 1937), and in jazz (seen in Trois danses of 1939).",1,5,== Biography ==,,,,,,1052490,
person,http://dbpedia.org/resource/Olivier_Messiaen,http://dbpedia.org/ontology/Person,"His music was influenced not only by the musical language of the earlier Claude Debussy and his own contemporary Olivier Messiaen (seen in Le jardin suspendu, 1934), but also by an interest in the music, dance and philosophies of the far east (acquired at the Exposition coloniale internationale of 1931 and seen in Deux danses à Agni Yavishta, 1932, and Deuxième fantaisie, 1936), a renaissance of baroque music (seen in Variations sur un thème de Clément Janequin, 1937), and in jazz (seen in Trois danses of 1939).",1,5,== Biography ==,,,,,,1052490,
place,http://dbpedia.org/resource/Requiem,http://dbpedia.org/ontology/Place,"He wrote choral music, including a Requiem mass, chamber music, songs and three volumes of piano music.",0,6,== Biography ==,,,,,,1052490,
place,http://dbpedia.org/resource/Lâ,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","That work is prefaced with the text: ""Quand l’âme chrétienne ne trouve plus de mots nouveaux dans la détresse pour implorer la miséricorde de Dieu, elle répète sans cesse la même invocation avec une foi véhémente.",3,6,== Biography ==,2.0,lâ,44.0,0.6694670476882897,0.0,1052490,
place,http://dbpedia.org/resource/Cesse,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","That work is prefaced with the text: ""Quand l’âme chrétienne ne trouve plus de mots nouveaux dans la détresse pour implorer la miséricorde de Dieu, elle répète sans cesse la même invocation avec une foi véhémente.",3,6,== Biography ==,6.0,cesse,173.0,0.9999989452171456,0.0,1052490,
person,http://dbpedia.org/resource/God,http://dbpedia.org/ontology/Person,"(""When, in its distress, the Christian soul can find no more words to invoke God's mercy, it repeats endlessly the same litany....for reason has reached its limit; only faith can take one further..."").",6,6,== Biography ==,,,,,,1052490,
place,http://dbpedia.org/resource/Nazi_Germany,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","On 20 June 1940, he was assigned to reconnoitre the German advance on the eastern side of Saumur, and encountered a group of German soldiers at Le Petit-Puy.",9,6,== Biography ==,47259.0,German,52.0,0.4237860279177606,0.5587546230041793,1052490,
place,http://dbpedia.org/resource/Saumur,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","On 20 June 1940, he was assigned to reconnoitre the German advance on the eastern side of Saumur, and encountered a group of German soldiers at Le Petit-Puy.",9,6,== Biography ==,784.0,Saumur,90.0,0.999999996424549,3.5026904287235243e-09,1052490,
place,http://dbpedia.org/resource/Nazi_Germany,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","On 20 June 1940, he was assigned to reconnoitre the German advance on the eastern side of Saumur, and encountered a group of German soldiers at Le Petit-Puy.",9,6,== Biography ==,47259.0,German,125.0,0.4237860279177606,0.5587546230041793,1052490,
person,http://dbpedia.org/resource/Madeleine_of_Valois,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty","He left behind his wife, Madeleine Payan whom he had married in 1935, his three children Denis, Agnès, and Lise, and a body of compositions viewed by many to have been amongst the most original of the 20th century.",12,6,== Biography ==,74.0,Madeleine,25.0,0.9999999995496296,2.1988060057520507e-10,1052490,
person,http://dbpedia.org/resource/Lise_de_Baissac,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:MilitaryPerson","He left behind his wife, Madeleine Payan whom he had married in 1935, his three children Denis, Agnès, and Lise, and a body of compositions viewed by many to have been amongst the most original of the 20th century.",12,6,== Biography ==,51.0,Lise,108.0,0.9151135123234012,0.0927557184041203,1052490,
person,http://dbpedia.org/resource/Jehan_Alain,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Henri Dutilleux's Les citations contains a quotation from Jehan Alain's music.,0,7,== Biography ==,102.0,Jehan Alain,58.0,1.0,0.0,1052490,
person,http://dbpedia.org/resource/Jehan_Alain,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Maurice Duruflé wrote a musical tribute to Jehan Alain with his Prélude et fugue sur le nom d'A.L.A.I.N, Op.",1,7,== Biography ==,102.0,Jehan Alain,44.0,1.0,0.0,1052490,
place,http://dbpedia.org/resource/Le_Lude,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","Maurice Duruflé wrote a musical tribute to Jehan Alain with his Prélude et fugue sur le nom d'A.L.A.I.N, Op.",1,7,== Biography ==,28.0,lude,69.0,0.999999999997641,1.765946791758211e-12,1052490,
person,http://dbpedia.org/resource/Jehan_Alain,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",JA stands for Jehan Alain.,0,9,== Chronological catalog ==,102.0,Jehan Alain,14.0,1.0,0.0,1052490,
place,http://dbpedia.org/resource/Togo,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","1929 – 18 years old – 4 opusJA 021 – Togo, pour piano [June 1929]",0,10,== Chronological catalog ==,6777.0,Togo,43.0,0.962027672325308,0.0394711378871598,1052490,
place,http://dbpedia.org/resource/Quarante,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","JA 001 – Quarante variations, pour piano [April 1930]",0,16,== Chronological catalog ==,6.0,Quarante,11.0,0.999999889628902,0.0,1052490,
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"JA 130 – Adagio, pour piano [12 August 1930]",0,20,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Seigneur,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Noble","JA 005 – Seigneur, donne-nous la paix éternelle (Choral), pour piano [October 1930]",0,21,== Chronological catalog ==,507.0,Seigneur,11.0,0.8993698086185002,0.0654251442172856,1052490,
place,http://dbpedia.org/resource/Yorkshire_Dales,http://dbpedia.org/ontology/Place,"JA 007 – Etude de sonorité sur une double pédale, pour piano [October 1930]",0,22,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Nikolai_Rimsky-Korsakov,http://dbpedia.org/ontology/Person,"JA 131 – Variations sur un thème donné de Rimsky-Korsakov, pour quatre voix [December 1930]",0,25,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Nikolai_Rimsky-Korsakov,http://dbpedia.org/ontology/Person,"JA 131A – Variations sur un chant donné de Rimsky-Korsakov, pour orgue",0,26,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Nikolai_Rimsky-Korsakov,http://dbpedia.org/ontology/Person,"JA 131B – Variations sur un thème donné de Rimsky-Korsakov, pour quatuor à cordes [December 1930]",0,27,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Murs_(rapper),"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","JA 015 – Histoire sur un tapis, entre des murs blancs, pour piano [May 1931]",0,32,== Chronological catalog ==,373.0,murs,44.0,0.9920116831600554,0.0051929296265853,1052490,
person,http://dbpedia.org/resource/Murs_(rapper),"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","JA 015 – Histoire sur un tapis, entre des murs blancs, pour piano [May 1931]",0,32,== Chronological catalog ==,373.0,murs,44.0,0.9920116831600554,0.0051929296265853,1052490,
event,http://dbpedia.org/resource/Consumer_Electronics_Show,"Wikidata:Q1656682,DUL:Event,Schema:Event,DBpedia:SocietalEvent,DBpedia:Event,DBpedia:Convention","JA 143 – Pièces d'après François Campion, pour orgue [1931]1932 – 21 years old – 14 opusJA 025 – Choral et variations – Mythologies japonaises, pour piano [1932]",0,39,== Chronological catalog ==,1530.0,ces,15.0,0.998346171047642,0.000960766570164698,1052490,
person,http://dbpedia.org/resource/Common_Era,http://dbpedia.org/ontology/Person,"JA 033 – Petite pièce, pour orgue",0,53,== Chronological catalog ==,,,,,,1052490,
place,http://dbpedia.org/resource/Le_Lude,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","JA 064 – Premier Prélude profane (Wieder an), pour orgue ou piano [February 1933]",0,57,== Chronological catalog ==,28.0,lude,23.0,0.9999999999976694,1.765946791758211e-12,1052490,
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"JA 064A – Adagio en quintette, pour quintette à cordes [1933]",0,58,== Chronological catalog ==,,,,,,1052490,
place,http://dbpedia.org/resource/Le_Lude,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","JA 065 – Deuxième Prélude profane (Und jetzt), pour orgue ou piano [6 March 1933]",0,59,== Chronological catalog ==,28.0,lude,25.0,0.9999999999987494,9.2655324411735e-13,1052490,
person,http://dbpedia.org/resource/Henri_Rabaud,http://dbpedia.org/ontology/Person,"JA 133 – Fugue sur un sujet de Henri Rabaud, pour quatre voix [1933]",0,61,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Henri_Rabaud,http://dbpedia.org/ontology/Person,"JA 133A – Fugue sur un sujet de Henri Rabaud, pour orgue [1933]",0,62,== Chronological catalog ==,,,,,,1052490,
place,http://dbpedia.org/resource/Wabamun_133B,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","JA 133B – Fugue sur un sujet de Henri Rabaud, pour quatuor à cordes [1933]",0,63,== Chronological catalog ==,7.0,133B,3.0,0.9999998274972915,0.0,1052490,
person,http://dbpedia.org/resource/Henri_Rabaud,http://dbpedia.org/ontology/Person,"JA 133B – Fugue sur un sujet de Henri Rabaud, pour quatuor à cordes [1933]",0,63,== Chronological catalog ==,,,,,,1052490,
place,http://dbpedia.org/resource/Le_Lude,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","JA 80A – Prélude, pour quintette à cordes [1933]1934 – 23 years old – 5 opusJA 134 – Choral cistercien pour une Élévation, pour orgue [April 1934]",0,65,== Chronological catalog ==,28.0,lude,15.0,0.9999999999984652,1.1458620164343718e-12,1052490,
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"Allegretto con grazia, pour flûte et piano [August 1934]",1,68,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"Andante, pour flûte et piano [January 1935]",1,71,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"JA 073A – Trois mouvements : Allegro vivace, pour flûte et piano [1935]",0,72,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"JA 069A – Andante con variazioni, pour quintette à cordes [1934]",0,76,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"[1935]1935 – 24 years old – 13 opusJA 081 – Andante, pour piano [January 1935]",2,79,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"JA 081 bis – Largo assai, ma molto rubato, pour violoncelle et piano [1935]",0,80,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Soprano,http://dbpedia.org/ontology/Person,"JA 058 – Laisse les nuages blancs, pour soprano ou ténor [1935]",0,84,== Chronological catalog ==,,,,,,1052490,
place,http://dbpedia.org/resource/Le_Lude,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","JA 075 – Prélude, pour orgue [1935]",0,90,== Chronological catalog ==,28.0,lude,15.0,0.999999999997641,1.7659467917580608e-12,1052490,
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"JA 089 – Suite monodique : Adagio, molto rubato, pour piano [1935]",0,93,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"JA 116 – Suite monodique : Vivace, pour piano [1935]",0,95,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Tempo,http://dbpedia.org/ontology/Person,"JA 116A – Vivace, pour harpe",0,96,== Chronological catalog ==,,,,,,1052490,
place,http://dbpedia.org/resource/Le_Lude,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","JA 087 – Prélude, pour piano [1935]",0,97,== Chronological catalog ==,28.0,lude,15.0,0.999999999997641,1.765946791758161e-12,1052490,
place,http://dbpedia.org/resource/Le_Lude,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","JA 087A – Prélude et fugue, pour piano [1935]1936 – 25 years old – 4 opusJA 086 – Berceuse, pour piano [17 avril 1936]",0,98,== Chronological catalog ==,28.0,lude,16.0,0.9999999999984652,1.1458620164343718e-12,1052490,
person,http://dbpedia.org/resource/Soprano,http://dbpedia.org/ontology/Person,"JA 088 – Chanson tirée du ""chat-qui-s'en-va-tout-seul"", pour soprano [1936]",0,99,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Olivier_Alain,http://dbpedia.org/ontology/Person,"JA 119A – Litanies, pour deux pianos, transcribed by Olivier Alain",0,102,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Jean_Renaud,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","JA 090 – Complainte de Jean Renaud, pour quatre voix mixtes [1937]",0,105,== Chronological catalog ==,4.0,Jean Renaud,25.0,0.9999827995354398,0.0,1052490,
person,http://dbpedia.org/resource/Soprano,http://dbpedia.org/ontology/Person,"JA 095 – Vocalise dorienne, pour soprano et orgue [March 1937]",0,110,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Soprano,http://dbpedia.org/ontology/Person,"JA 095A – Vocalise dorienne – Ave Maria, pour soprano et orgue [1937]",0,111,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Mass_in_B_minor_structure,http://dbpedia.org/ontology/Person,"JA 099 – Idée pour improviser sur le Christe eleison, pour piano [1937]",0,113,== Chronological catalog ==,,,,,,1052490,
place,"http://dbpedia.org/resource/Modale,_Iowa","Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","JA 136 – Messe modale en septuor, pour soprano, alto, flûte et quatuor à cordes ou orgue [6 August 1938]",0,122,== Chronological catalog ==,8.0,modale,17.0,0.8901300270166363,0.0,1052490,
person,http://dbpedia.org/resource/Soprano,http://dbpedia.org/ontology/Person,"JA 136 – Messe modale en septuor, pour soprano, alto, flûte et quatuor à cordes ou orgue [6 August 1938]",0,122,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Common_Era,http://dbpedia.org/ontology/Person,"JA 112 – Que j'aime ce divin Enfant, pour trois voix mixtes [1938]",0,132,== Chronological catalog ==,,,,,,1052490,
person,http://dbpedia.org/resource/Common_Era,http://dbpedia.org/ontology/Person,"JA 112A – Que j'aime ce divin Enfant, pour deux voix égales et orgue [1938]",0,133,== Chronological catalog ==,,,,,,1052490,
place,http://dbpedia.org/resource/Sète,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","JA 113 – D'où vient qu'en cette nuitée..., pour deux voix égales et orgue [1938]",0,134,== Chronological catalog ==,389.0,cette,29.0,0.9974679928908874,0.0,1052490,
place,http://dbpedia.org/resource/Sète,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","JA 113A – D'où vient qu'en cette nuitée..., pour quatre voix mixtes [1990]",0,135,== Chronological catalog ==,389.0,cette,30.0,0.9974679928908874,0.0,1052490,
