entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID,timeEntityType
person,http://dbpedia.org/resource/Mario_Bonnard,http://dbpedia.org/ontology/Person,He often worked on films directed by his brother Mario Bonnard.,1,0,,,,,,,52077607,
person,http://dbpedia.org/resource/Monarch,http://dbpedia.org/ontology/Person,The King's Jester (1941),0,15,== Selected filmography ==,,,,,,52077607,
person,http://dbpedia.org/resource/Jester,http://dbpedia.org/ontology/Person,The King's Jester (1941),0,15,== Selected filmography ==,,,,,,52077607,
place,http://dbpedia.org/resource/Santa_Cruz_de_la_Sierra,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",The Prisoner of Santa Cruz (1941),0,17,== Selected filmography ==,1117.0,Santa Cruz,16.0,0.83079835839749,0.1229020754160341,52077607,
person,http://dbpedia.org/resource/Giacomo_Casanova,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",After Casanova's Fashion (1942),0,19,== Selected filmography ==,638.0,Casanova,6.0,0.9999776443369732,1.9278687024826238e-05,52077607,
person,http://dbpedia.org/resource/Romulus,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",Romulus and the Sabines (1945),0,22,== Selected filmography ==,980.0,Romulus,0.0,0.9668480166891767,0.0342605797407196,52077607,
place,http://dbpedia.org/resource/Cortona,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Margaret of Cortona (1950),0,25,== Selected filmography ==,452.0,Cortona,12.0,0.9971353933367532,0.0026729202064781,52077607,
person,http://dbpedia.org/resource/Amedeo_Nazzari,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Amedeo Nazzari.,1,33,== Bibliography ==,174.0,Amedeo Nazzari,0.0,1.0,0.0,52077607,
time,,,Giulio Bonnard (1885–1972) was an Italian composer of film scores.,0,0,,,1885–1972,,,,52077607,TimeRange
time,,,Five to Nil (1932),0,2,== Selected filmography ==,,1932,,,,52077607,TimePoint
time,,,Three Lucky Fools (1933),0,3,== Selected filmography ==,,1933,,,,52077607,TimePoint
time,,,Stadium (1934),0,4,== Selected filmography ==,,1934,,,,52077607,TimePoint
time,,,The Wedding March (1934),0,5,== Selected filmography ==,,1934,,,,52077607,TimePoint
time,,,Territorial Militia (1935),0,6,== Selected filmography ==,,1935,,,,52077607,TimePoint
time,,,Thirty Seconds of Love (1936),0,7,== Selected filmography ==,,1936,,,,52077607,TimePoint
time,,,The Ferocious Saladin (1937),0,8,== Selected filmography ==,,1937,,,,52077607,TimePoint
time,,,The Last Days of Pompeo (1937),0,9,== Selected filmography ==,,1937,,,,52077607,TimePoint
time,,,The Count of Brechard (1938),0,10,== Selected filmography ==,,1938,,,,52077607,TimePoint
time,,,A Lady Did It (1938),0,11,== Selected filmography ==,,1938,,,,52077607,TimePoint
time,,,"I, His Father (1939)",0,12,== Selected filmography ==,,1939,,,,52077607,TimePoint
time,,,Frenzy (1939),0,13,== Selected filmography ==,,1939,,,,52077607,TimePoint
time,,,Father For a Night (1939),0,14,== Selected filmography ==,,1939,,,,52077607,TimePoint
time,,,The King's Jester (1941),0,15,== Selected filmography ==,,1941,,,,52077607,TimePoint
time,,,Marco Visconti (1941),0,16,== Selected filmography ==,,1941,,,,52077607,TimePoint
time,,,The Prisoner of Santa Cruz (1941),0,17,== Selected filmography ==,,1941,,,,52077607,TimePoint
time,,,Before the Postman (1942),0,18,== Selected filmography ==,,1942,,,,52077607,TimePoint
time,,,After Casanova's Fashion (1942),0,19,== Selected filmography ==,,1942,,,,52077607,TimePoint
time,,,The Peddler and the Lady (1943),0,20,== Selected filmography ==,,1943,,,,52077607,TimePoint
time,,,What a Distinguished Family (1945),0,21,== Selected filmography ==,,1945,,,,52077607,TimePoint
time,,,Romulus and the Sabines (1945),0,22,== Selected filmography ==,,1945,,,,52077607,TimePoint
time,,,City of Pain (1948),0,23,== Selected filmography ==,,1948,,,,52077607,TimePoint
time,,,Il voto (1950),0,24,== Selected filmography ==,,1950,,,,52077607,TimePoint
time,,,Margaret of Cortona (1950),0,25,== Selected filmography ==,,1950,,,,52077607,TimePoint
time,,,The Last Sentence (1951),0,26,== Selected filmography ==,,1951,,,,52077607,TimePoint
time,,,I figli non si vendono (1952),0,27,== Selected filmography ==,,1952,,,,52077607,TimePoint
time,,,"Frine, Courtesan of Orient (1953)",0,28,== Selected filmography ==,,1953,,,,52077607,TimePoint
time,,,Concert of Intrigue (1954),0,29,== Selected filmography ==,,1954,,,,52077607,TimePoint
time,,,"Allow Me, Daddy! (1956)",0,30,== Selected filmography ==,,1956,,,,52077607,TimePoint
time,,,"Gremese Editore, 1983.",2,33,== Bibliography ==,,1983,,,,52077607,TimePoint
