@URI,@support,@types,entity,@offset,@similarityScore,@percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Teppo_Hauta-aho,32,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Teppo Hauta-Aho,0,1.0,0.0,person,"Teppo Hauta-Aho (May 27, 1941-November 27 2021) is a Finnish double bassist and composer.",0,0,,1077508
http://dbpedia.org/resource/Teppo_Hauta-aho,32,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Teppo Hauta-Aho,0,1.0,0.0,person,"Teppo Hauta-Aho (May 27, 1941-November 27 2021) is a Finnish double bassist and composer.",0,0,,1077508
http://dbpedia.org/resource/Finland,61100,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Finnish,53,0.9373284796276284,0.06639633397512279,place,"Teppo Hauta-Aho (May 27, 1941-November 27 2021) is a Finnish double bassist and composer.",0,0,,1077508
http://dbpedia.org/resource/Prague,34011,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Prague,99,0.9921571797373367,0.007539371032682001,place,He studied the double bass at the Sibelius Academy from 1963 to 1970 and with František Pošta in Prague.,1,2,== Early life and studies ==,1077508
http://dbpedia.org/resource/Finnish_National_Opera_and_Ballet,263,"Wikidata:Q41176,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:ArchitecturalStructure,DBpedia:Building",Finnish National Opera Orchestra,27,1.0,0.0,place,"From 1975, he was with the Finnish National Opera Orchestra.",1,4,== Later life and career ==,1077508
http://dbpedia.org/resource/Ivo_Perelman,63,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Ivo Perelman,54,1.0,0.0,person,"In 1999 he performed with Brazilian tenor saxophonist Ivo Perelman, Irish-Swiss pianist John Wolf Brennan and Finish drummer Teppo Mäkynen at Kerava Festival.",2,4,== Later life and career ==,1077508
http://dbpedia.org/resource/Ivo_Perelman,63,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Ivo Perelman,54,1.0,0.0,person,"In 1999 he performed with Brazilian tenor saxophonist Ivo Perelman, Irish-Swiss pianist John Wolf Brennan and Finish drummer Teppo Mäkynen at Kerava Festival.",2,4,== Later life and career ==,1077508
http://dbpedia.org/resource/Fantasia_Barrino,664,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Fantasia,29,0.9766578686134156,0.02362109992750332,person,"One of his best known works, Fantasia, for trumpet and orchestra, won the 1986 Queen Maria Jose competition in Geneva.",3,4,== Later life and career ==,1077508
http://dbpedia.org/resource/Geneva,17797,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Geneva,111,0.9992820999697319,4.1931741054094927E-4,place,"One of his best known works, Fantasia, for trumpet and orchestra, won the 1986 Queen Maria Jose competition in Geneva.",3,4,== Later life and career ==,1077508
http://dbpedia.org/resource/Anthony_Braxton,1106,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Anthony Braxton,27,0.9999999998881322,1.117619698741591E-10,person,"Etiquette (Love, 1974)With Anthony Braxton",0,7,== Discography ==,1077508
