URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID,timeEntityType
http://dbpedia.org/resource/Eunice_Kennedy_Shriver,187.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Eunice,32.0,0.9864087871100056,0.01129624654844,person,She was the daughter of Del and Eunice Marr and the eldest of three siblings.,1,2,== Biography ==,2524294,
http://dbpedia.org/resource/Whitney_Museum_of_American_Art,3795.0,"Wikidata:Q41176,Wikidata:Q33506,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Museum",Whitney,72.0,0.6385788034040817,0.4888058650550327,place,She also began playing the piano at an early age under the direction of Whitney Scherer.,2,2,== Biography ==,2524294,
http://dbpedia.org/resource/Paul_Wells,36.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Paul Wells,79.0,0.9999974698719604,2.528870761284557e-06,person,"She studied at the Alma College and, later, at the Conservatory of Music under Paul Wells.",3,2,== Biography ==,2524294,
http://dbpedia.org/resource/Harry_Adaskin,11.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Harry Adaskin,79.0,1.0,0.0,person,"In 1923, her first engagement as a professional accompanist was with violinist Harry Adaskin (died April 7, 1994).",4,2,== Biography ==,2524294,
http://dbpedia.org/resource/Harry_Adaskin,11.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Harry Adaskin,79.0,1.0,0.0,person,"In 1923, her first engagement as a professional accompanist was with violinist Harry Adaskin (died April 7, 1994).",4,2,== Biography ==,2524294,
http://dbpedia.org/resource/Accompaniment,,http://dbpedia.org/ontology/Person,,,,,person,"In 1923, her first engagement as a professional accompanist was with violinist Harry Adaskin (died April 7, 1994).",4,2,== Biography ==,2524294,
http://dbpedia.org/resource/North_America,39373.0,"Schema:Place,Schema:Continent,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Continent",North America,43.0,0.9998919267867268,0.00010215677980406074,place,The couple travelled until 1938 on tour of North America and Europe with the Hart House String Quartet.,6,2,== Biography ==,2524294,
http://dbpedia.org/resource/Europe,82142.0,"Schema:Place,Schema:Continent,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Continent",Europe,61.0,0.9999695746269446,2.321106613733905e-05,place,The couple travelled until 1938 on tour of North America and Europe with the Hart House String Quartet.,6,2,== Biography ==,2524294,
http://dbpedia.org/resource/Hart_House_(University_of_Toronto),159.0,"Wikidata:Q41176,Wikidata:Q33506,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Museum",Hart House,77.0,0.9802521431431416,0.0199488993710687,place,The couple travelled until 1938 on tour of North America and Europe with the Hart House String Quartet.,6,2,== Biography ==,2524294,
http://dbpedia.org/resource/Canada,184784.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Canada,30.0,0.9998933605652957,4.558786677013402e-05,place,"Adaskin received the Order of Canada honour on December 15, 1976.",0,4,== National Honours ==,2524294,
http://dbpedia.org/resource/Accompaniment,,http://dbpedia.org/ontology/Person,,,,,person,"It was awarded for ""...a life devoted to music as accompanist of international repute and as a soloist and teacher...""",1,4,== National Honours ==,2524294,
http://dbpedia.org/resource/Frances_Adaskin,7.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Frances Adaskin,0.0,0.9999999999994033,0.0,person,"Frances Adaskin died in Vancouver on March 8, 2001, aged 100.",0,6,== Death ==,2524294,
http://dbpedia.org/resource/Vancouver,40059.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Vancouver,24.0,0.9999931112440048,3.4514326892532256e-06,place,"Frances Adaskin died in Vancouver on March 8, 2001, aged 100.",0,6,== Death ==,2524294,
,,,"August 23 , 1900",,,,time,"Frances Alice Adaskin,  (née Marr; August 23, 1900 – March 8, 2001) was a Canadian pianist.",0,0,,2524294,TimePoint
,,,"March 8 , 2001",,,,time,"Frances Alice Adaskin,  (née Marr; August 23, 1900 – March 8, 2001) was a Canadian pianist.",0,0,,2524294,TimePoint
,,,eldest of three,,,,time,She was the daughter of Del and Eunice Marr and the eldest of three siblings.,1,2,== Biography ==,2524294,TimePoint
,,,"April 7 , 1994",,,,time,"In 1923, her first engagement as a professional accompanist was with violinist Harry Adaskin (died April 7, 1994).",4,2,== Biography ==,2524294,TimePoint
,,,1938 on,,,,time,The couple travelled until 1938 on tour of North America and Europe with the Hart House String Quartet.,6,2,== Biography ==,2524294,TimePoint
,,,throughout the 1940s,,,,time,Many of her works were published in Saturday Night Magazine throughout the 1940s.,8,2,== Biography ==,2524294,TimePoint
,,,"December 15 , 1976",,,,time,"Adaskin received the Order of Canada honour on December 15, 1976.",0,4,== National Honours ==,2524294,TimePoint
,,,"April 29 , 1977",,,,time,"She was invested as a Member on April 29, 1977.",2,4,== National Honours ==,2524294,TimePoint
,,,"March 8 , 2001",,,,time,"Frances Adaskin died in Vancouver on March 8, 2001, aged 100.",0,6,== Death ==,2524294,TimePoint
