entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID,timeEntityType
person,http://dbpedia.org/resource/American_literature,http://dbpedia.org/ontology/Person,Short History of American Literature; Based Upon the Cambridge History of American Literature (1922),0,24,== Bibliography ==,,,,,,859482,
person,http://dbpedia.org/resource/Eve,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q43115,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Saint",Adam and Eve (1927),0,29,== Bibliography ==,1675.0,Eve,9.0,0.952778817198198,0.0494263489791349,859482,
place,http://dbpedia.org/resource/United_States,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American Character (1927),0,30,== Bibliography ==,551746.0,American,0.0,0.9521862884038071,0.0473971478801382,859482,
person,http://dbpedia.org/resource/Prohibition_in_the_United_States,http://dbpedia.org/ontology/Person,"Prohibition and Christianity, and Other Paradoxes (1927)",0,31,== Bibliography ==,,,,,,859482,
person,http://dbpedia.org/resource/Penelope,http://dbpedia.org/ontology/Person,Penelope's Man (1928),0,33,== Bibliography ==,,,,,,859482,
person,http://dbpedia.org/resource/François_Villon,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",The Brief Hour of Francois Villon (1937),0,39,== Bibliography ==,308.0,Francois Villon,18.0,0.9999999943242271,0.0,859482,
person,http://dbpedia.org/resource/John_Gilbert_Baker,http://dbpedia.org/ontology/Person,Baker's Wife (1940),0,41,== Bibliography ==,,,,,,859482,
person,http://dbpedia.org/resource/Giacomo_Casanova,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Casanova's Women, Eleven Moments of a Year (1941)",0,43,== Bibliography ==,638.0,Casanova,0.0,0.9999864937134132,1.1647212941772892e-05,859482,
person,http://dbpedia.org/resource/Jesus,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",The Human Life of Jesus (1945),0,45,== Bibliography ==,59745.0,Jesus,18.0,0.9951604033775218,0.0047044443243487,859482,
place,http://dbpedia.org/resource/Venus,"Wikidata:Q634,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:CelestialBody,DBpedia:Planet","Venus, the Lonely Goddess (1949)",0,46,== Bibliography ==,7629.0,Venus,0.0,0.9965694959652758,0.0028457534624225,859482,
time,,,"John Erskine (October 5, 1879 – June 2, 1951) was an American educator and author, pianist and composer.",0,0,,,"October 5 , 1879",,,,859482,TimePoint
time,,,"John Erskine (October 5, 1879 – June 2, 1951) was an American educator and author, pianist and composer.",0,0,,,"June 2 , 1951",,,,859482,TimePoint
time,,,"He was an English professor at Amherst College from 1903 to 1909, followed by Columbia University from 1909 to 1937.",1,0,,,from 1903 to 1909,,,,859482,TimeRange
time,,,"He was an English professor at Amherst College from 1903 to 1909, followed by Columbia University from 1909 to 1937.",1,0,,,from 1909 to 1937,,,,859482,TimeRange
time,,,"He published over 100 books, novels, criticism, and essays including his most important essay, The Moral Obligation to Be Intelligent (1915).",4,0,,,1915,,,,859482,TimePoint
time,,,"He graduated from Columbia University, B.A., 1900, M.A. 1901 and Ph.D., 1903 and D. Litt.",2,2,== Early life and education ==,,1900,,,,859482,TimePoint
time,,,"Erskine was English professor at Amherst College from 1903 to 1909, and subsequently taught at Columbia University from 1909 to 1937.",0,4,== Career ==,,from 1903 to 1909,,,,859482,TimeRange
time,,,"Erskine was English professor at Amherst College from 1903 to 1909, and subsequently taught at Columbia University from 1909 to 1937.",0,4,== Career ==,,from 1909 to 1937,,,,859482,TimeRange
time,,,"Erskine co-wrote the 1900 Varsity Show at Columbia, writing the musical score for The Governor's Vrouw (1900), a two-act comic opera by Henry Sydnor Harrison and poet Melville Cane, who also wrote the lyrics.",9,4,== Career ==,,1900,,,,859482,TimePoint
time,,,"Erskine co-wrote the 1900 Varsity Show at Columbia, writing the musical score for The Governor's Vrouw (1900), a two-act comic opera by Henry Sydnor Harrison and poet Melville Cane, who also wrote the lyrics.",9,4,== Career ==,,1900,,,,859482,TimePoint
time,,,"During his career Erskine published over 100 books, though as a writer he first received acclaim with his novel The Private Life of Helen of Troy (1925).",11,4,== Career ==,,1925,,,,859482,TimePoint
time,,,"This novel was made into a silent film by the same the name in 1927, directed by Alexander Korda.",12,4,== Career ==,,name in 1927,,,,859482,TimePoint
time,,,"Other films based on his works included A Lady Surrenders (1930) by John M. Stahl, Bachelor of Arts (1934) by Louis King and The President's Mystery (1936) directed by Phil Rosen.",13,4,== Career ==,,1930,,,,859482,TimePoint
time,,,"Other films based on his works included A Lady Surrenders (1930) by John M. Stahl, Bachelor of Arts (1934) by Louis King and The President's Mystery (1936) directed by Phil Rosen.",13,4,== Career ==,,1934,,,,859482,TimePoint
time,,,"Other films based on his works included A Lady Surrenders (1930) by John M. Stahl, Bachelor of Arts (1934) by Louis King and The President's Mystery (1936) directed by Phil Rosen.",13,4,== Career ==,,1936,,,,859482,TimePoint
time,,,The 1956 biopic of French noblewoman Diane de Poitiers entitled Diane was based on his story with a screenplay by Christopher Isherwood.,14,4,== Career ==,,1956 biopic,,,,859482,TimePoint
time,,,"He wrote several books of music and the libretto for George Antheil's opera Helen Retires (1931), which was based on The Private Life of Helen of Troy.",18,4,== Career ==,,1931,,,,859482,TimePoint
time,,,He was the first president of the Juilliard School of Music from 1928 to 1937.,19,4,== Career ==,,from 1928 to 1937,,,,859482,TimeRange
time,,,"To commemorate the seven hundredth anniversary of Roger Bacon, Erskine wrote A Pageant of the Thirteenth Century, a biographical play which was produced at Columbia University and published as a book by Columbia University Press in 1914.",22,4,== Career ==,,seven,,,,859482,TimePoint
time,,,"He died on June 2, 1951, in New York at the age of 71.",2,6,== Personal life ==,,"June 2 , 1951",,,,859482,TimePoint
time,,,"He died on June 2, 1951, in New York at the age of 71.",2,6,== Personal life ==,,age of 71,,,,859482,TimePoint
time,,,The Elizabethan Lyric (1903),0,9,== Bibliography ==,,1903,,,,859482,TimePoint
time,,,Selections from the Faerie Queene (1905),0,10,== Bibliography ==,,1905,,,,859482,TimePoint
time,,,Actœon and Other Poems (1907),0,11,== Bibliography ==,,1907,,,,859482,TimePoint
time,,,Leading American novelists (1910),0,12,== Bibliography ==,,1910,,,,859482,TimePoint
time,,,"Written English, with Helen Erskine (1910; revised edition, 1913)",0,13,== Bibliography ==,,1910,,,,859482,TimePoint
time,,,"Written English, with Helen Erskine (1910; revised edition, 1913)",0,13,== Bibliography ==,,1913,,,,859482,TimePoint
time,,,Selections from the Idylls of the King (1912),0,14,== Bibliography ==,,1912,,,,859482,TimePoint
time,,,The Kinds of Poetry (1913),0,15,== Bibliography ==,,1913,,,,859482,TimePoint
time,,,"Poems of Wordsworth, Shelley, and Keats, with W. P. Trent (1914)",0,16,== Bibliography ==,,1914,,,,859482,TimePoint
time,,,Contemporary War Poems (Introduction) (1914),0,17,== Bibliography ==,,1914,,,,859482,TimePoint
time,,,"The Moral Obligation to Be Intelligent, and Other Essays (1915)",0,18,== Bibliography ==,,1915,,,,859482,TimePoint
time,,,"Interpretations of Literature, by Lafcadio Hearn (edited and with an introduction by Erskine) (1915)",0,19,== Bibliography ==,,1915,,,,859482,TimePoint
time,,,"Appreciations of Poetry, by Lafcadio Hearn (edited and with an introduction by Erskine) (1916)",0,20,== Bibliography ==,,1916,,,,859482,TimePoint
time,,,"Life and Literature, by Lafcadio Hearn (edited and with an introduction by Erskine)(1917)",0,21,== Bibliography ==,,1917,,,,859482,TimePoint
time,,,The Shadowed Hour (1917),0,22,== Bibliography ==,,1917,,,,859482,TimePoint
time,,,Democracy and Ideals (1920),0,23,== Bibliography ==,,1920,,,,859482,TimePoint
time,,,Short History of American Literature; Based Upon the Cambridge History of American Literature (1922),0,24,== Bibliography ==,,1922,,,,859482,TimePoint
time,,,The Little Disciple (1923),0,25,== Bibliography ==,,1923,,,,859482,TimePoint
time,,,The Private Life of Helen of Troy (1925),0,26,== Bibliography ==,,1925,,,,859482,TimePoint
time,,,Sonata (1925),0,27,== Bibliography ==,,1925,,,,859482,TimePoint
time,,,Galahad (1926),0,28,== Bibliography ==,,1926,,,,859482,TimePoint
time,,,Adam and Eve (1927),0,29,== Bibliography ==,,1927,,,,859482,TimePoint
time,,,American Character (1927),0,30,== Bibliography ==,,1927,,,,859482,TimePoint
time,,,"Prohibition and Christianity, and Other Paradoxes (1927)",0,31,== Bibliography ==,,1927,,,,859482,TimePoint
time,,,The Delight of Great Books (1928),0,32,== Bibliography ==,,1928,,,,859482,TimePoint
time,,,Penelope's Man (1928),0,33,== Bibliography ==,,1928,,,,859482,TimePoint
time,,,Sincerity (1929),0,34,== Bibliography ==,,1929,,,,859482,TimePoint
time,,,Uncle Sam in the Eyes of His Family (1930),0,35,== Bibliography ==,,1930,,,,859482,TimePoint
time,,,"Cinderella's Daughter, and Other Sequels and Consequences (1930)",0,36,== Bibliography ==,,1930,,,,859482,TimePoint
time,,,Bachelor of Arts (1934),0,37,== Bibliography ==,,1934,,,,859482,TimePoint
time,,,The Influence of Women and Its Cure (1936),0,38,== Bibliography ==,,1936,,,,859482,TimePoint
time,,,The Brief Hour of Francois Villon (1937),0,39,== Bibliography ==,,1937,,,,859482,TimePoint
time,,,The Start of the Road (1938),0,40,== Bibliography ==,,1938,,,,859482,TimePoint
time,,,Baker's Wife (1940),0,41,== Bibliography ==,,1940,,,,859482,TimePoint
time,,,Give Me liberty; the Story of an Innocent Bystander (1940),0,42,== Bibliography ==,,1940,,,,859482,TimePoint
time,,,"Casanova's Women, Eleven Moments of a Year (1941)",0,43,== Bibliography ==,,1941,,,,859482,TimePoint
time,,,(1944),1,44,== Bibliography ==,,1944,,,,859482,TimePoint
time,,,The Human Life of Jesus (1945),0,45,== Bibliography ==,,1945,,,,859482,TimePoint
time,,,"Venus, the Lonely Goddess (1949)",0,46,== Bibliography ==,,1949,,,,859482,TimePoint
time,,,My Life in Music (1950),0,47,== Bibliography ==,,1950,,,,859482,TimePoint
