@URI,@support,@types,entity,@offset,@similarityScore,@percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Machuelo_Abajo,54,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town",Machuelo Abajo,235,1.0,0.0,place,"The cleanness and brightness of his voice, coupled with impeccable diction and the ability to sing long and fast phrases with total naturalness, made him one of the favorite singers of the Latin public.Lavoe was born and raised in the Machuelo Abajo barrio of Ponce, Puerto Rico.",3,0,,593468
"http://dbpedia.org/resource/Ponce,_Puerto_Rico",7756,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Ponce, Puerto Rico",260,1.0,0.0,place,"The cleanness and brightness of his voice, coupled with impeccable diction and the ability to sing long and fast phrases with total naturalness, made him one of the favorite singers of the Latin public.Lavoe was born and raised in the Machuelo Abajo barrio of Ponce, Puerto Rico.",3,0,,593468
http://dbpedia.org/resource/Juan_Morel_Campos,99,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Juan Morel Campos,106,1.0,0.0,person,"Early in his life, he attended Escuela Libre de Música de Ponce, known today as the Instituto de Música Juan Morel Campos and, inspired by Jesús Sánchez Erazo, developed an interest in music.",4,0,,593468
http://dbpedia.org/resource/Juan_Morel_Campos,99,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Juan Morel Campos,106,1.0,0.0,person,"Early in his life, he attended Escuela Libre de Música de Ponce, known today as the Instituto de Música Juan Morel Campos and, inspired by Jesús Sánchez Erazo, developed an interest in music.",4,0,,593468
http://dbpedia.org/resource/New_York_City,210990,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",New York City,12,0.9999964769929007,1.5790619577040508E-6,place,"He moved to New York City on 3 May 1963, at the age of sixteen.",5,0,,593468
http://dbpedia.org/resource/Kako_(musician),10,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Kako All-Stars,89,0.9999999853665714,0.0,person,"During this period, he performed with several other groups, including Orquesta New York, Kako All-Stars, and Johnny Pacheco's band.",7,0,,593468
http://dbpedia.org/resource/Johnny_Pacheco,175,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Johnny Pacheco,109,1.0,0.0,person,"During this period, he performed with several other groups, including Orquesta New York, Kako All-Stars, and Johnny Pacheco's band.",7,0,,593468
http://dbpedia.org/resource/Kako_(musician),10,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Kako All-Stars,89,0.9999999853665714,0.0,person,"During this period, he performed with several other groups, including Orquesta New York, Kako All-Stars, and Johnny Pacheco's band.",7,0,,593468
http://dbpedia.org/resource/Johnny_Pacheco,175,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Johnny Pacheco,109,1.0,0.0,person,"During this period, he performed with several other groups, including Orquesta New York, Kako All-Stars, and Johnny Pacheco's band.",7,0,,593468
http://dbpedia.org/resource/New_York_City,210990,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",New York,79,0.9960261395978263,0.0037833468253769893,place,"During this period, he performed with several other groups, including Orquesta New York, Kako All-Stars, and Johnny Pacheco's band.",7,0,,593468
http://dbpedia.org/resource/A._J._Ayer,285,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q4964182,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Philosopher",ayer,145,0.9999963862894599,3.474393437220156E-6,person,"As a soloist, Lavoe recorded several hits including: ""El cantante"" composed by Rubén Blades, ""Bandolera"" composed by Colón, and ""Periódico de ayer"", composed by Tite Curet Alonso.",2,1,,593468
http://dbpedia.org/resource/Tite_Curet_Alonso,37,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Tite Curet Alonso,164,1.0,0.0,person,"As a soloist, Lavoe recorded several hits including: ""El cantante"" composed by Rubén Blades, ""Bandolera"" composed by Colón, and ""Periódico de ayer"", composed by Tite Curet Alonso.",2,1,,593468
http://dbpedia.org/resource/Tite_Curet_Alonso,37,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Tite Curet Alonso,164,1.0,0.0,person,"As a soloist, Lavoe recorded several hits including: ""El cantante"" composed by Rubén Blades, ""Bandolera"" composed by Colón, and ""Periódico de ayer"", composed by Tite Curet Alonso.",2,1,,593468
http://dbpedia.org/resource/Condado_(Santurce),117,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town",Condado,99,0.9913148266289085,0.0,place,"These events, along with being diagnosed with HIV, drove Lavoe to attempt suicide by jumping off a Condado hotel room balcony in San Juan, Puerto Rico.",5,1,,593468
"http://dbpedia.org/resource/San_Juan,_Puerto_Rico",7112,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town","San Juan, Puerto Rico",129,0.9996811099449039,2.614211850128141E-4,place,"These events, along with being diagnosed with HIV, drove Lavoe to attempt suicide by jumping off a Condado hotel room balcony in San Juan, Puerto Rico.",5,1,,593468
"http://dbpedia.org/resource/Ponce,_Puerto_Rico",7756,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Ponce, Puerto Rico",38,1.0,0.0,place,"Héctor was born 30 September 1946 in Ponce, Puerto Rico, to Francisca (Pachita) Martínez and Luis Pérez, and raised in the Machuelo Abajo barrio of the city.",0,3,== Early life ==,593468
http://dbpedia.org/resource/Machuelo_Abajo,54,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town",Machuelo Abajo,126,1.0,0.0,place,"Héctor was born 30 September 1946 in Ponce, Puerto Rico, to Francisca (Pachita) Martínez and Luis Pérez, and raised in the Machuelo Abajo barrio of the city.",0,3,== Early life ==,593468
"http://dbpedia.org/resource/Ponce,_Puerto_Rico",7756,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Ponce,28,0.8563738864804872,0.060450218913223934,place,His uncle was well known in Ponce as a tres player.,3,3,== Early life ==,593468
http://dbpedia.org/resource/Daniel_Santos_(singer),88,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Daniel Santos,173,0.8534692778893804,0.1716867469879476,person,"Héctor was influenced by Puerto Rican singers such as Jesús Sánchez Erazo, also known as ""Chuíto el de Bayamón"" - one of the island's most successful folk singers, and Daniel Santos.",7,3,== Early life ==,593468
http://dbpedia.org/resource/Daniel_Santos_(singer),88,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Daniel Santos,173,0.8534692778893804,0.1716867469879476,person,"Héctor was influenced by Puerto Rican singers such as Jesús Sánchez Erazo, also known as ""Chuíto el de Bayamón"" - one of the island's most successful folk singers, and Daniel Santos.",7,3,== Early life ==,593468
http://dbpedia.org/resource/Juan_Morel_Campos,99,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Juan Morel Campos,27,1.0,0.0,person,Héctor attended the local Juan Morel Campos Public School of Music where the first instrument he learned to play was the saxophone.,0,4,== Early life ==,593468
http://dbpedia.org/resource/Juan_Morel_Campos,99,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Juan Morel Campos,27,1.0,0.0,person,Héctor attended the local Juan Morel Campos Public School of Music where the first instrument he learned to play was the saxophone.,0,4,== Early life ==,593468
http://dbpedia.org/resource/Papo_Lucca,33,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Papo Lucca,63,1.0,0.0,person,His classmates included José Febles and multi-instrumentalist Papo Lucca.,1,4,== Early life ==,593468
