entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID
person,http://dbpedia.org/resource/Poet,http://dbpedia.org/ontology/Person,"Ömer Zülfü Livanelioğlu (born June 20, 1946), better known as Zülfü Livaneli, is a Turkish musician, author, poet, and politician.",0,0,,,,,,,3535198
place,http://dbpedia.org/resource/Nadia_district,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion","Livaneli is known for his novels that interweave diverse social and historical backgrounds, figures, and incidents, such as in Bliss which won the Barnes & Noble's Discovery of Great New Writers Award in 2006, and in his Serenade for Nadia, Leyla's House, and My Brother's Story, which were all translated into 37 languages and won numerous Turkish and International literary awards.",1,0,,893.0,Nadia,234.0,0.5912822579911837,0.5494859834995427,3535198
person,http://dbpedia.org/resource/Arthur_Bliss,http://dbpedia.org/ontology/Person,"Livaneli is known for his novels that interweave diverse social and historical backgrounds, figures, and incidents, such as in Bliss which won the Barnes & Noble's Discovery of Great New Writers Award in 2006, and in his Serenade for Nadia, Leyla's House, and My Brother's Story, which were all translated into 37 languages and won numerous Turkish and International literary awards.",1,0,,,,,,,3535198
place,http://dbpedia.org/resource/Turkey,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Livaneli was imprisoned several times during the 1971 Turkish coup d'état because of his political views and had to leave Turkey in 1972 and went on exile.,0,1,,89593.0,Turkey,123.0,0.9986633732506848,0.0012017576881614,3535198
event,http://dbpedia.org/resource/1963_South_Vietnamese_coup,"Wikidata:Q1656682,DUL:Event,Schema:Event,DBpedia:SocietalEvent,DBpedia:Event,DBpedia:MilitaryConflict",Livaneli was imprisoned several times during the 1971 Turkish coup d'état because of his political views and had to leave Turkey in 1972 and went on exile.,0,1,,215.0,coup,62.0,0.9013141731161728,0.1094905399656342,3535198
person,http://dbpedia.org/resource/Elia_Kazan,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","He lived in Stockholm, Paris, Athens, and New York where he met and collaborated with artists and intellectuals such as Elia Kazan, Arthur Miller, James Baldwin, and Peter Ustinov among others.",1,1,,791.0,Elia Kazan,120.0,1.0,0.0,3535198
person,http://dbpedia.org/resource/Arthur_Miller,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer","He lived in Stockholm, Paris, Athens, and New York where he met and collaborated with artists and intellectuals such as Elia Kazan, Arthur Miller, James Baldwin, and Peter Ustinov among others.",1,1,,1599.0,Arthur Miller,132.0,0.9999999999102728,8.970408465995578e-11,3535198
person,http://dbpedia.org/resource/James_Baldwin,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer","He lived in Stockholm, Paris, Athens, and New York where he met and collaborated with artists and intellectuals such as Elia Kazan, Arthur Miller, James Baldwin, and Peter Ustinov among others.",1,1,,811.0,James Baldwin,147.0,0.9999999912200508,8.765348682478286e-09,3535198
person,http://dbpedia.org/resource/Peter_Ustinov,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","He lived in Stockholm, Paris, Athens, and New York where he met and collaborated with artists and intellectuals such as Elia Kazan, Arthur Miller, James Baldwin, and Peter Ustinov among others.",1,1,,866.0,Peter Ustinov,166.0,1.0,0.0,3535198
place,http://dbpedia.org/resource/Stockholm,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","He lived in Stockholm, Paris, Athens, and New York where he met and collaborated with artists and intellectuals such as Elia Kazan, Arthur Miller, James Baldwin, and Peter Ustinov among others.",1,1,,31849.0,Stockholm,12.0,0.9999289250478898,6.421190551904629e-05,3535198
place,http://dbpedia.org/resource/Paris,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","He lived in Stockholm, Paris, Athens, and New York where he met and collaborated with artists and intellectuals such as Elia Kazan, Arthur Miller, James Baldwin, and Peter Ustinov among others.",1,1,,139486.0,Paris,23.0,0.9999437012637988,5.628954374983297e-05,3535198
place,http://dbpedia.org/resource/Athens,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","He lived in Stockholm, Paris, Athens, and New York where he met and collaborated with artists and intellectuals such as Elia Kazan, Arthur Miller, James Baldwin, and Peter Ustinov among others.",1,1,,38718.0,Athens,30.0,0.9999118093179497,4.541088290886924e-05,3535198
place,http://dbpedia.org/resource/New_York_City,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","He lived in Stockholm, Paris, Athens, and New York where he met and collaborated with artists and intellectuals such as Elia Kazan, Arthur Miller, James Baldwin, and Peter Ustinov among others.",1,1,,210990.0,New York,42.0,0.998076399520111,0.0015584817969514,3535198
place,http://dbpedia.org/resource/Turkey,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Livaneli returned to Turkey in 1984.,2,1,,89593.0,Turkey,21.0,0.9999399308945948,5.002449954379476e-05,3535198
person,http://dbpedia.org/resource/Goodwill_ambassador,http://dbpedia.org/ontology/Person,His works and cultural and political activities and contributions to world peace were recognized by UNESCO in 1995 when he was appointed Goodwill Ambassador to UNESCO—a post.,0,2,,,,,,,3535198
place,http://dbpedia.org/resource/Turkey,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",He quit this UNESCO post in 2016 to protest the Turkish State's damage to the historic Kurdish Old Town of Diyarbakir.,1,2,,89593.0,Turkish,48.0,0.8033857814965839,0.1578769724868297,3535198
place,http://dbpedia.org/resource/Warsaw_Old_Town,"Wikidata:Q9259,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:WorldHeritageSite",He quit this UNESCO post in 2016 to protest the Turkish State's damage to the historic Kurdish Old Town of Diyarbakir.,1,2,,213.0,Old Town,95.0,0.9747379474256316,0.0141411295029996,3535198
place,http://dbpedia.org/resource/Diyarbekir_Eyalet,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",He quit this UNESCO post in 2016 to protest the Turkish State's damage to the historic Kurdish Old Town of Diyarbakir.,1,2,,64.0,Diyarbakir,107.0,0.9726780491128656,0.0165685991626214,3535198
place,http://dbpedia.org/resource/Europe,"Schema:Place,Schema:Continent,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Continent",He served a term in the Turkish Parliament as well as in the Council of Europe.,2,2,,82142.0,Europe,72.0,0.9979507525408018,0.0019785482024343,3535198
person,http://dbpedia.org/resource/Poet,http://dbpedia.org/ontology/Person,"Livaneli is a writer as he is as a poet and a songwriter, cultural and political activist.",0,3,,,,,,,3535198
place,http://dbpedia.org/resource/Sweden,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","His first collection of short stories, A Child in Purgatory,  published in 1978 was turned into a movie by Swedish and German TV.",2,3,,102046.0,Swedish,107.0,0.7573813742108061,0.2649144317169067,3535198
