types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatArtMovements,http://dbpedia.org/resource/Transavantgarde,Transavantgarde,53,344,1.0,0.0,0,23,== Biography == | === 1980s ===
http://dbpedia.org/ontology/Work,http://dbpedia.org/resource/Transavantgarde,Transavantgarde,53,344,1.0,0.0,0,23,== Biography == | === 1980s ===
http://dbpedia.org/class/yago/WikicatItalianArtMovements,http://dbpedia.org/resource/Transavantgarde,Transavantgarde,53,344,1.0,0.0,0,23,== Biography == | === 1980s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Transavantgarde,Transavantgarde,53,344,1.0,0.0,0,23,== Biography == | === 1980s ===
http://dbpedia.org/class/yago/ArtisticMovement108466643,http://dbpedia.org/resource/Transavantgarde,Transavantgarde,53,344,1.0,0.0,0,23,== Biography == | === 1980s ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Transavantgarde,Transavantgarde,53,344,1.0,0.0,0,23,== Biography == | === 1980s ===
http://dbpedia.org/class/yago/Movement108464601,http://dbpedia.org/resource/Transavantgarde,Transavantgarde,53,344,1.0,0.0,0,23,== Biography == | === 1980s ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Transavantgarde,Transavantgarde,53,344,1.0,0.0,0,23,== Biography == | === 1980s ===
