types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/WikicatLibrettiByJulesBarbier,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/WikicatLibrettiByMichelCarré,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/ClassicalMusic107025900,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/DramaticComposition107007684,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/Libretto107012025,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/Opera107026352,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/Script107009946,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/Wikicat1860Operas,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/Wikicat19th-centuryOperas,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/WikicatFrench-languageOperas,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/WikicatOperas,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
http://dbpedia.org/class/yago/WikicatOperasByCharlesGounod,http://dbpedia.org/resource/La_colombe,La Colombe,23,7,0.8597741350045249,0.163095544072318,3,240,== Footnotes == | === Works cited ===
