types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Soft_drink,soft drinks,2199,132,0.9999999245825422,7.541748162430393e-08,7,21,== Career == | === Advertising work ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Soft_drink,soft drinks,2199,132,0.9999999245825422,7.541748162430393e-08,7,21,== Career == | === Advertising work ===
http://dbpedia.org/ontology/Beverage,http://dbpedia.org/resource/Soft_drink,soft drinks,2199,132,0.9999999245825422,7.541748162430393e-08,7,21,== Career == | === Advertising work ===
