types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Website,http://dbpedia.org/resource/Passagen,Passagen,6,13,0.9999999999999858,0.0,0,11,== Discography (as Jeremy Olander) == | === EPs ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Passagen,Passagen,6,13,0.9999999999999858,0.0,0,11,== Discography (as Jeremy Olander) == | === EPs ===
http://dbpedia.org/class/yago/Computer103082979,http://dbpedia.org/resource/Passagen,Passagen,6,13,0.9999999999999858,0.0,0,11,== Discography (as Jeremy Olander) == | === EPs ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Passagen,Passagen,6,13,0.9999999999999858,0.0,0,11,== Discography (as Jeremy Olander) == | === EPs ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Passagen,Passagen,6,13,0.9999999999999858,0.0,0,11,== Discography (as Jeremy Olander) == | === EPs ===
http://dbpedia.org/class/yago/Machine103699975,http://dbpedia.org/resource/Passagen,Passagen,6,13,0.9999999999999858,0.0,0,11,== Discography (as Jeremy Olander) == | === EPs ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Passagen,Passagen,6,13,0.9999999999999858,0.0,0,11,== Discography (as Jeremy Olander) == | === EPs ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Passagen,Passagen,6,13,0.9999999999999858,0.0,0,11,== Discography (as Jeremy Olander) == | === EPs ===
http://dbpedia.org/class/yago/WebSite106359193,http://dbpedia.org/resource/Passagen,Passagen,6,13,0.9999999999999858,0.0,0,11,== Discography (as Jeremy Olander) == | === EPs ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Passagen,Passagen,6,13,0.9999999999999858,0.0,0,11,== Discography (as Jeremy Olander) == | === EPs ===
http://dbpedia.org/class/yago/WikicatSwedishWebsites,http://dbpedia.org/resource/Passagen,Passagen,6,13,0.9999999999999858,0.0,0,11,== Discography (as Jeremy Olander) == | === EPs ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Joof_family,JOOF,116,1,0.9999903877599562,0.0,1,44,== Discography (as Jeremy Olander) == | === Singles ===
http://dbpedia.org/ontology/Surname,http://dbpedia.org/resource/Joof_family,JOOF,116,1,0.9999903877599562,0.0,1,44,== Discography (as Jeremy Olander) == | === Singles ===
