types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bad_Yard_Club,Bad Yard Club,6,20,1.0,0.0,0,191,== Remixography == | === 1993 ===
http://dbpedia.org/class/yago/WikicatAmericanBands,http://dbpedia.org/resource/Bad_Yard_Club,Bad Yard Club,6,20,1.0,0.0,0,191,== Remixography == | === 1993 ===
http://dbpedia.org/class/yago/WikicatAmericanDanceMusicGroups,http://dbpedia.org/resource/Bad_Yard_Club,Bad Yard Club,6,20,1.0,0.0,0,191,== Remixography == | === 1993 ===
http://dbpedia.org/class/yago/WikicatAmericanElectronicMusicGroups,http://dbpedia.org/resource/Bad_Yard_Club,Bad Yard Club,6,20,1.0,0.0,0,191,== Remixography == | === 1993 ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Bad_Yard_Club,Bad Yard Club,6,20,1.0,0.0,0,191,== Remixography == | === 1993 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Bad_Yard_Club,Bad Yard Club,6,20,1.0,0.0,0,191,== Remixography == | === 1993 ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Bad_Yard_Club,Bad Yard Club,6,20,1.0,0.0,0,191,== Remixography == | === 1993 ===
http://dbpedia.org/class/yago/Set108240169,http://dbpedia.org/resource/Bad_Yard_Club,Bad Yard Club,6,20,1.0,0.0,0,191,== Remixography == | === 1993 ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Bad_Yard_Club,Bad Yard Club,6,20,1.0,0.0,0,191,== Remixography == | === 1993 ===
