types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Linstead_Market,Linstead Market,13,0,1.0,0.0,0,4,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatJamaicanSongs,http://dbpedia.org/resource/Linstead_Market,Linstead Market,13,0,1.0,0.0,0,4,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Linstead_Market,Linstead Market,13,0,1.0,0.0,0,4,== Discography == | === Albums ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Linstead_Market,Linstead Market,13,0,1.0,0.0,0,4,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Linstead_Market,Linstead Market,13,0,1.0,0.0,0,4,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Linstead_Market,Linstead Market,13,0,1.0,0.0,0,4,== Discography == | === Albums ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Linstead_Market,Linstead Market,13,0,1.0,0.0,0,4,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/Linstead_Market,Linstead Market,13,0,1.0,0.0,0,4,== Discography == | === Albums ===
