types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAleutianIslands,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatSemi-subterraneanStructures,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Dwelling103259505,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Housing103546340,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Island109316454,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Land109334396,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatTraditionalNativeAmericanDwellings,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatAmericanAcademics,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatAmericanHistorians,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatHarvardUniversityAlumni,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatJewishHistorians,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Academician109759069,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Educator110045713,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Historian110177150,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Professional110480253,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Marc_B._Shapiro,Marc Shapiro,47,245,0.9999999999999432,0.0,1,6,== Career == | === Literary agent ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatAmericanHorrorWriters,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatAmericanScienceFictionWriters,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatAmericanScienceWriters,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatAmericanShortStoryWriters,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatAmericanWomenNovelists,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatCthulhuMythosWriters,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatWomenShortStoryWriters,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Novelist110363573,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Wikicat20th-centuryAmericanNovelists,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Wikicat21st-centuryAmericanNovelists,http://dbpedia.org/resource/Lois_H._Gresh,Lois Gresh,20,292,1.0,0.0,1,6,== Career == | === Literary agent ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/WikicatPublications,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/Magazine106595351,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/Press106263369,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/PrintMedia106263609,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
