types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatCompanies,http://dbpedia.org/resource/Corporate_spin-off,spun-off,977,79,0.9999999998783836,1.2143845134126312e-10,5,7,== Career == | === Television ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Corporate_spin-off,spun-off,977,79,0.9999999998783836,1.2143845134126312e-10,5,7,== Career == | === Television ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Corporate_spin-off,spun-off,977,79,0.9999999998783836,1.2143845134126312e-10,5,7,== Career == | === Television ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Corporate_spin-off,spun-off,977,79,0.9999999998783836,1.2143845134126312e-10,5,7,== Career == | === Television ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Corporate_spin-off,spun-off,977,79,0.9999999998783836,1.2143845134126312e-10,5,7,== Career == | === Television ===
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/Corporate_spin-off,spun-off,977,79,0.9999999998783836,1.2143845134126312e-10,5,7,== Career == | === Television ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Corporate_spin-off,spun-off,977,79,0.9999999998783836,1.2143845134126312e-10,5,7,== Career == | === Television ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Corporate_spin-off,spun-off,977,79,0.9999999998783836,1.2143845134126312e-10,5,7,== Career == | === Television ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Corporate_spin-off,spun-off,977,79,0.9999999998783836,1.2143845134126312e-10,5,7,== Career == | === Television ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Corporate_spin-off,spun-off,977,79,0.9999999998783836,1.2143845134126312e-10,5,7,== Career == | === Television ===
