types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/AnatomicalStructure,http://dbpedia.org/resource/Rasgueado,rasgueado,37,79,1.0,0.0,2,8,== Career == | === Experimental years ===
http://dbpedia.org/class/yago/WikicatGuitarPerformanceTechniques,http://dbpedia.org/resource/Rasgueado,rasgueado,37,79,1.0,0.0,2,8,== Career == | === Experimental years ===
http://dbpedia.org/class/yago/WikicatMusicalPerformanceTechniques,http://dbpedia.org/resource/Rasgueado,rasgueado,37,79,1.0,0.0,2,8,== Career == | === Experimental years ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Rasgueado,rasgueado,37,79,1.0,0.0,2,8,== Career == | === Experimental years ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Rasgueado,rasgueado,37,79,1.0,0.0,2,8,== Career == | === Experimental years ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Rasgueado,rasgueado,37,79,1.0,0.0,2,8,== Career == | === Experimental years ===
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Rasgueado,rasgueado,37,79,1.0,0.0,2,8,== Career == | === Experimental years ===
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Rasgueado,rasgueado,37,79,1.0,0.0,2,8,== Career == | === Experimental years ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Rasgueado,rasgueado,37,79,1.0,0.0,2,8,== Career == | === Experimental years ===
http://dbpedia.org/class/yago/Technique105665146,http://dbpedia.org/resource/Rasgueado,rasgueado,37,79,1.0,0.0,2,8,== Career == | === Experimental years ===
