types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Award,http://dbpedia.org/resource/Critics'_Circle_Theatre_Award,London Critics Circle Theatre Award,89,12,1.0,0.0,10,9,== Television career == | === Early years ===
http://dbpedia.org/class/yago/WikicatCritics'CircleTheatreAwards,http://dbpedia.org/resource/Critics'_Circle_Theatre_Award,London Critics Circle Theatre Award,89,12,1.0,0.0,10,9,== Television career == | === Early years ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Critics'_Circle_Theatre_Award,London Critics Circle Theatre Award,89,12,1.0,0.0,10,9,== Television career == | === Early years ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Critics'_Circle_Theatre_Award,London Critics Circle Theatre Award,89,12,1.0,0.0,10,9,== Television career == | === Early years ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Critics'_Circle_Theatre_Award,London Critics Circle Theatre Award,89,12,1.0,0.0,10,9,== Television career == | === Early years ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Critics'_Circle_Theatre_Award,London Critics Circle Theatre Award,89,12,1.0,0.0,10,9,== Television career == | === Early years ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Critics'_Circle_Theatre_Award,London Critics Circle Theatre Award,89,12,1.0,0.0,10,9,== Television career == | === Early years ===
