types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Drug_rehabilitation,detox centre,1258,28,1.0,0.0,7,6,== Career == | === The Libertines ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Drug_rehabilitation,detox centre,1258,28,1.0,0.0,7,6,== Career == | === The Libertines ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Drug_rehabilitation,detox centre,1258,28,1.0,0.0,7,6,== Career == | === The Libertines ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Drug_rehabilitation,detox centre,1258,28,1.0,0.0,7,6,== Career == | === The Libertines ===
http://dbpedia.org/class/yago/Engagement101239064,http://dbpedia.org/resource/Drug_rehabilitation,detox centre,1258,28,1.0,0.0,7,6,== Career == | === The Libertines ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Drug_rehabilitation,detox centre,1258,28,1.0,0.0,7,6,== Career == | === The Libertines ===
http://dbpedia.org/class/yago/GroupAction101080366,http://dbpedia.org/resource/Drug_rehabilitation,detox centre,1258,28,1.0,0.0,7,6,== Career == | === The Libertines ===
http://dbpedia.org/class/yago/Intervention101240210,http://dbpedia.org/resource/Drug_rehabilitation,detox centre,1258,28,1.0,0.0,7,6,== Career == | === The Libertines ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Drug_rehabilitation,detox centre,1258,28,1.0,0.0,7,6,== Career == | === The Libertines ===
