types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Abu_Dhabi_Cultural_Foundation,Abu Dhabi cultural foundation,8,22,1.0,0.0,0,27,== Biography == | ==== 2004–present: Collaborations ====
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Abu_Dhabi_Cultural_Foundation,Abu Dhabi cultural foundation,8,22,1.0,0.0,0,27,== Biography == | ==== 2004–present: Collaborations ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Abu_Dhabi_Cultural_Foundation,Abu Dhabi cultural foundation,8,22,1.0,0.0,0,27,== Biography == | ==== 2004–present: Collaborations ====
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Abu_Dhabi_Cultural_Foundation,Abu Dhabi cultural foundation,8,22,1.0,0.0,0,27,== Biography == | ==== 2004–present: Collaborations ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Abu_Dhabi_Cultural_Foundation,Abu Dhabi cultural foundation,8,22,1.0,0.0,0,27,== Biography == | ==== 2004–present: Collaborations ====
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Abu_Dhabi_Cultural_Foundation,Abu Dhabi cultural foundation,8,22,1.0,0.0,0,27,== Biography == | ==== 2004–present: Collaborations ====
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Abu_Dhabi_Cultural_Foundation,Abu Dhabi cultural foundation,8,22,1.0,0.0,0,27,== Biography == | ==== 2004–present: Collaborations ====
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Abu_Dhabi_Cultural_Foundation,Abu Dhabi cultural foundation,8,22,1.0,0.0,0,27,== Biography == | ==== 2004–present: Collaborations ====
http://dbpedia.org/class/yago/WikicatOrganisationsBasedInAbuDhabi,http://dbpedia.org/resource/Abu_Dhabi_Cultural_Foundation,Abu Dhabi cultural foundation,8,22,1.0,0.0,0,27,== Biography == | ==== 2004–present: Collaborations ====
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn1981,http://dbpedia.org/resource/Abu_Dhabi_Cultural_Foundation,Abu Dhabi cultural foundation,8,22,1.0,0.0,0,27,== Biography == | ==== 2004–present: Collaborations ====
