types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/ontology/Language,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/WikicatKukiTribes,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://umbel.org/umbel/rc/CommunityOrganization,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/EthnicGroup107967382,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/Language106282651,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/Tribe108372411,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/WikicatEthnicGroupsInAsia,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/WikicatEthnicGroupsInBangladesh,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/WikicatEthnicGroupsInBurma,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/WikicatEthnicGroupsInIndia,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/WikicatEthnicGroupsInManipur,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/WikicatEthnicGroupsInTripura,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/WikicatTibeto-BurmanLanguages,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
http://dbpedia.org/class/yago/WikicatTribesOfAssam,http://dbpedia.org/resource/Kuki_people,Kuki,321,41,0.7000342758791706,0.3845053339073547,0,28,== Filmography == | === Radio drama ===
