types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Decaffeination,decaf,106,22,0.9999997262067188,0.0,0,69,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Decaffeination,decaf,106,22,0.9999997262067188,0.0,0,69,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatChemicalProcesses,http://dbpedia.org/resource/Decaffeination,decaf,106,22,0.9999997262067188,0.0,0,69,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/ChemicalProcess113446390,http://dbpedia.org/resource/Decaffeination,decaf,106,22,0.9999997262067188,0.0,0,69,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/NaturalProcess113518963,http://dbpedia.org/resource/Decaffeination,decaf,106,22,0.9999997262067188,0.0,0,69,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Decaffeination,decaf,106,22,0.9999997262067188,0.0,0,69,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Process100029677,http://dbpedia.org/resource/Decaffeination,decaf,106,22,0.9999997262067188,0.0,0,69,== Discography == | === As sideman ===
