types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Three-peat,three-peat,275,152,1.0,0.0,1,15,== NFL career == | === Pittsburgh Steelers ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Three-peat,three-peat,275,152,1.0,0.0,1,15,== NFL career == | === Pittsburgh Steelers ===
http://dbpedia.org/class/yago/Characteristic104731497,http://dbpedia.org/resource/Three-peat,three-peat,275,152,1.0,0.0,1,15,== NFL career == | === Pittsburgh Steelers ===
http://dbpedia.org/class/yago/Hallmark104732543,http://dbpedia.org/resource/Three-peat,three-peat,275,152,1.0,0.0,1,15,== NFL career == | === Pittsburgh Steelers ===
http://dbpedia.org/class/yago/WikicatTrademarks,http://dbpedia.org/resource/Three-peat,three-peat,275,152,1.0,0.0,1,15,== NFL career == | === Pittsburgh Steelers ===
http://dbpedia.org/class/yago/Quality104723816,http://dbpedia.org/resource/Three-peat,three-peat,275,152,1.0,0.0,1,15,== NFL career == | === Pittsburgh Steelers ===
