types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Smith_Act,Alien Registration Act,399,46,1.0,0.0,2,39,== Career == | ==== Touring abroad ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Smith_Act,Alien Registration Act,399,46,1.0,0.0,2,39,== Career == | ==== Touring abroad ====
http://dbpedia.org/class/yago/CivilLaw108453464,http://dbpedia.org/resource/Smith_Act,Alien Registration Act,399,46,1.0,0.0,2,39,== Career == | ==== Touring abroad ====
http://dbpedia.org/class/yago/Collection107951464,http://dbpedia.org/resource/Smith_Act,Alien Registration Act,399,46,1.0,0.0,2,39,== Career == | ==== Touring abroad ====
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Smith_Act,Alien Registration Act,399,46,1.0,0.0,2,39,== Career == | ==== Touring abroad ====
http://dbpedia.org/class/yago/Law108441203,http://dbpedia.org/resource/Smith_Act,Alien Registration Act,399,46,1.0,0.0,2,39,== Career == | ==== Touring abroad ====
http://dbpedia.org/class/yago/Legislation106535222,http://dbpedia.org/resource/Smith_Act,Alien Registration Act,399,46,1.0,0.0,2,39,== Career == | ==== Touring abroad ====
