types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Battleship,Battleship,7535,49,0.9999496431685188,3.635707413497067e-05,2,71,== Other ventures == | === Acting career ===
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/resource/Battleship,Battleship,7535,49,0.9999496431685188,3.635707413497067e-05,2,71,== Other ventures == | === Acting career ===
http://dbpedia.org/ontology/Ship,http://dbpedia.org/resource/Battleship,Battleship,7535,49,0.9999496431685188,3.635707413497067e-05,2,71,== Other ventures == | === Acting career ===
