types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Grammy_Hall_of_Fame,Grammy Hall Of Fame,872,21,1.0,0.0,6,10,== Career == | === 1970s ===
http://dbpedia.org/class/yago/WikicatAwardsEstablishedIn1973,http://dbpedia.org/resource/Grammy_Hall_of_Fame,Grammy Hall Of Fame,872,21,1.0,0.0,6,10,== Career == | === 1970s ===
http://dbpedia.org/class/yago/WikicatGrammyAwards,http://dbpedia.org/resource/Grammy_Hall_of_Fame,Grammy Hall Of Fame,872,21,1.0,0.0,6,10,== Career == | === 1970s ===
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Grammy_Hall_of_Fame,Grammy Hall Of Fame,872,21,1.0,0.0,6,10,== Career == | === 1970s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Grammy_Hall_of_Fame,Grammy Hall Of Fame,872,21,1.0,0.0,6,10,== Career == | === 1970s ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Grammy_Hall_of_Fame,Grammy Hall Of Fame,872,21,1.0,0.0,6,10,== Career == | === 1970s ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Grammy_Hall_of_Fame,Grammy Hall Of Fame,872,21,1.0,0.0,6,10,== Career == | === 1970s ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Grammy_Hall_of_Fame,Grammy Hall Of Fame,872,21,1.0,0.0,6,10,== Career == | === 1970s ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Grammy_Hall_of_Fame,Grammy Hall Of Fame,872,21,1.0,0.0,6,10,== Career == | === 1970s ===
