types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/National109625401,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/Aristocrat109807754,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/Citizen109923673,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/WikicatPrinces,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/WikicatPrincesOfTheHolyRomanEmpire,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/Voter110760340,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/Prince110472799,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/WikicatElectorsOfTheHolyRomanEmpire,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Prince-elector,Electress,1637,45,0.9816856438722312,0.0186560292891112,0,26,== References == | === Sources ===
