types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Fine_art,fine-artist,3250,129,1.0,0.0,0,16,== Career == | === Fine art ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Fine_art,fine-artist,3250,129,1.0,0.0,0,16,== Career == | === Fine art ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Fine_art,fine-artist,3250,129,1.0,0.0,0,16,== Career == | === Fine art ===
