types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPoeticDevices,http://dbpedia.org/resource/Cynghanedd,cynghanedd,57,87,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Cynghanedd,cynghanedd,57,87,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Cynghanedd,cynghanedd,57,87,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Cynghanedd,cynghanedd,57,87,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Cynghanedd,cynghanedd,57,87,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Cynghanedd,cynghanedd,57,87,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Cynghanedd,cynghanedd,57,87,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
