types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatJapaneseComposers,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatJapaneseComposersOfClassicalMusic,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatJapanesePeople,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatConductors,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatMusicEducators,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Conductor109952539,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Educator110045713,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Professional110480253,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Wikicat20th-centuryClassicalComposers,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Wikicat20th-centuryComposers,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/ontology/EthnicGroup,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatBloodSports,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
