types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Anarchism,Anarchists,12854,49,0.9999871408142282,1.1155205739325405e-05,4,42,== Career == | === 2011 ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Anarchism,Anarchists,12854,49,0.9999871408142282,1.1155205739325405e-05,4,42,== Career == | === 2011 ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Anarchism,Anarchists,12854,49,0.9999871408142282,1.1155205739325405e-05,4,42,== Career == | === 2011 ===
