types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatCompaniesEstablishedIn1973,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Team108208560,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Unit108189659,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatEuropeanLeMansSeriesTeams,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatFIAGTChampionshipTeams,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatFormula3000Teams,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatFormulaThreeTeams,http://dbpedia.org/resource/Oreca,Oreca,379,21,0.9478695501618742,0.0549974824205911,0,19,== Filmography == | === Video games ===
