types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPhotographicShutters,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/ontology/Device,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatCameras,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Camera102942699,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Equipment103294048,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/MechanicalDevice103736970,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Mechanism103738472,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/PhotographicEquipment103926148,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Shutter104211528,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Shutter_(photography),Shutter,1026,13,0.7058965537759465,0.3177997076023412,0,56,== Discography == | === Albums ===
