types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatLensMounts,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Animal100015388,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Chordate101466257,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Equine102374149,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Horse102374451,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Lens103656484,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Mammal101861778,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Odd-toedUngulate102373336,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/OpticalDevice103851341,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Placental101886756,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/SaddleHorse102377703,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Ungulate102370806,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Vertebrate101471682,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
http://dbpedia.org/class/yago/WikicatSonyPL-mountLenses,http://dbpedia.org/resource/Arri_PL,PL,49,22,0.5905432878279191,0.5408132764175078,0,31,== Discography == | === Axis Point ===
