types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAutomotiveBodyParts,http://dbpedia.org/resource/Car_tailfin,tailfins,123,141,0.9999999999869827,1.30243163231479e-11,6,60,== Public image == | === Signature color ===
http://dbpedia.org/class/yago/BodyPart105220461,http://dbpedia.org/resource/Car_tailfin,tailfins,123,141,0.9999999999869827,1.30243163231479e-11,6,60,== Public image == | === Signature color ===
http://dbpedia.org/class/yago/Part109385911,http://dbpedia.org/resource/Car_tailfin,tailfins,123,141,0.9999999999869827,1.30243163231479e-11,6,60,== Public image == | === Signature color ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Car_tailfin,tailfins,123,141,0.9999999999869827,1.30243163231479e-11,6,60,== Public image == | === Signature color ===
http://dbpedia.org/class/yago/Thing100002452,http://dbpedia.org/resource/Car_tailfin,tailfins,123,141,0.9999999999869827,1.30243163231479e-11,6,60,== Public image == | === Signature color ===
