types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Music_festival,open-air concert,3108,52,0.9999999999999432,0.0,4,38,== Recording career == | ==== 2008 tour ====
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Music_festival,open-air concert,3108,52,0.9999999999999432,0.0,4,38,== Recording career == | ==== 2008 tour ====
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Music_festival,open-air concert,3108,52,0.9999999999999432,0.0,4,38,== Recording career == | ==== 2008 tour ====
http://dbpedia.org/class/yago/WikicatMusicFestivals,http://dbpedia.org/resource/Music_festival,open-air concert,3108,52,0.9999999999999432,0.0,4,38,== Recording career == | ==== 2008 tour ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Music_festival,open-air concert,3108,52,0.9999999999999432,0.0,4,38,== Recording career == | ==== 2008 tour ====
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Music_festival,open-air concert,3108,52,0.9999999999999432,0.0,4,38,== Recording career == | ==== 2008 tour ====
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Music_festival,open-air concert,3108,52,0.9999999999999432,0.0,4,38,== Recording career == | ==== 2008 tour ====
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Music_festival,open-air concert,3108,52,0.9999999999999432,0.0,4,38,== Recording career == | ==== 2008 tour ====
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Music_festival,open-air concert,3108,52,0.9999999999999432,0.0,4,38,== Recording career == | ==== 2008 tour ====
