types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/ontology/MilitaryPerson,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/WikicatWorldWarIITreaties,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/WrittenAgreement106771653,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/WikicatMilitaryAlliances,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/WikicatSecretTreaties,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Agreement106770275,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Alliance114418822,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Coalition114418662,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Document106470073,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/LegalDocument106479665,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Occupation100582388,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Statement106722453,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Treaty106773434,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/Union114418395,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/WikicatNon-aggressionPacts,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/WikicatSovietMilitaryOccupations,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/WikicatTreaties,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/WikicatTreatiesConcludedIn1939,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/WikicatTreatiesOfGermany,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/WikicatTreatiesOfNaziGermany,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
http://dbpedia.org/class/yago/WikicatTreatiesOfTheSovietUnion,http://dbpedia.org/resource/Molotov–Ribbentrop_Pact,Nazi-Soviet Pact,1780,97,0.9999999999004956,0.0,0,25,== Biography == | ==== Almanac Singers ====
