types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tonhalle-Orchester_Zürich,Zurich Tonhalle Orchestra,152,74,1.0,0.0,3,8,== Life and career == | === Concerts ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Tonhalle-Orchester_Zürich,Zurich Tonhalle Orchestra,152,74,1.0,0.0,3,8,== Life and career == | === Concerts ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Tonhalle-Orchester_Zürich,Zurich Tonhalle Orchestra,152,74,1.0,0.0,3,8,== Life and career == | === Concerts ===
