types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Asset-backed_security,asset-backed securities,133,65,1.0,0.0,0,56,== Other works == | === Bowie Bonds ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Asset-backed_security,asset-backed securities,133,65,1.0,0.0,0,56,== Other works == | === Bowie Bonds ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Asset-backed_security,asset-backed securities,133,65,1.0,0.0,0,56,== Other works == | === Bowie Bonds ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Asset-backed_security,asset-backed securities,133,65,1.0,0.0,0,56,== Other works == | === Bowie Bonds ===
http://dbpedia.org/class/yago/Condition113920835,http://dbpedia.org/resource/Asset-backed_security,asset-backed securities,133,65,1.0,0.0,0,56,== Other works == | === Bowie Bonds ===
http://dbpedia.org/class/yago/Safety114538472,http://dbpedia.org/resource/Asset-backed_security,asset-backed securities,133,65,1.0,0.0,0,56,== Other works == | === Bowie Bonds ===
http://dbpedia.org/class/yago/Security114539268,http://dbpedia.org/resource/Asset-backed_security,asset-backed securities,133,65,1.0,0.0,0,56,== Other works == | === Bowie Bonds ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Asset-backed_security,asset-backed securities,133,65,1.0,0.0,0,56,== Other works == | === Bowie Bonds ===
http://dbpedia.org/class/yago/WikicatFixedIncomeSecurities,http://dbpedia.org/resource/Asset-backed_security,asset-backed securities,133,65,1.0,0.0,0,56,== Other works == | === Bowie Bonds ===
