types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Generalissimo,Generalissimus,418,9,0.9999999999999716,0.0,0,35,== Discography == | === Vetrophonia ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Generalissimo,Generalissimus,418,9,0.9999999999999716,0.0,0,35,== Discography == | === Vetrophonia ===
http://dbpedia.org/ontology/Plant,http://dbpedia.org/resource/Generalissimo,Generalissimus,418,9,0.9999999999999716,0.0,0,35,== Discography == | === Vetrophonia ===
