types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Public_relations,fixer,4521,141,0.5792503626506731,0.6745093640446775,5,25,== Career == | === Later career ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Public_relations,fixer,4521,141,0.5792503626506731,0.6745093640446775,5,25,== Career == | === Later career ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Public_relations,fixer,4521,141,0.5792503626506731,0.6745093640446775,5,25,== Career == | === Later career ===
