types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Chinese_units_of_measurement,Mu,393,0,0.5991239733909843,0.4045612620948891,5,30,== Career == | === 2011–2014: Sparks ===
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/resource/Chinese_units_of_measurement,Mu,393,0,0.5991239733909843,0.4045612620948891,5,30,== Career == | === 2011–2014: Sparks ===
http://dbpedia.org/class/yago/WikicatChineseUnitsInHongKong,http://dbpedia.org/resource/Chinese_units_of_measurement,Mu,393,0,0.5991239733909843,0.4045612620948891,5,30,== Career == | === 2011–2014: Sparks ===
http://dbpedia.org/class/yago/WikicatCustomaryUnitsOfMeasurement,http://dbpedia.org/resource/Chinese_units_of_measurement,Mu,393,0,0.5991239733909843,0.4045612620948891,5,30,== Career == | === 2011–2014: Sparks ===
http://dbpedia.org/class/yago/WikicatUnitsOfMeasurementByCountry,http://dbpedia.org/resource/Chinese_units_of_measurement,Mu,393,0,0.5991239733909843,0.4045612620948891,5,30,== Career == | === 2011–2014: Sparks ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Chinese_units_of_measurement,Mu,393,0,0.5991239733909843,0.4045612620948891,5,30,== Career == | === 2011–2014: Sparks ===
http://dbpedia.org/class/yago/DefiniteQuantity113576101,http://dbpedia.org/resource/Chinese_units_of_measurement,Mu,393,0,0.5991239733909843,0.4045612620948891,5,30,== Career == | === 2011–2014: Sparks ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Chinese_units_of_measurement,Mu,393,0,0.5991239733909843,0.4045612620948891,5,30,== Career == | === 2011–2014: Sparks ===
http://dbpedia.org/class/yago/UnitOfMeasurement113583724,http://dbpedia.org/resource/Chinese_units_of_measurement,Mu,393,0,0.5991239733909843,0.4045612620948891,5,30,== Career == | === 2011–2014: Sparks ===
http://dbpedia.org/class/yago/WikicatObsoleteUnitsOfMeasurement,http://dbpedia.org/resource/Chinese_units_of_measurement,Mu,393,0,0.5991239733909843,0.4045612620948891,5,30,== Career == | === 2011–2014: Sparks ===
