types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Names_of_Japan,Cipango,123,85,1.0,0.0,3,40,== The Hollywood years == | === Dallas career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Names_of_Japan,Cipango,123,85,1.0,0.0,3,40,== The Hollywood years == | === Dallas career ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Names_of_Japan,Cipango,123,85,1.0,0.0,3,40,== The Hollywood years == | === Dallas career ===
http://dbpedia.org/class/yago/Etymology106514621,http://dbpedia.org/resource/Names_of_Japan,Cipango,123,85,1.0,0.0,3,40,== The Hollywood years == | === Dallas career ===
http://dbpedia.org/class/yago/Evidence106643408,http://dbpedia.org/resource/Names_of_Japan,Cipango,123,85,1.0,0.0,3,40,== The Hollywood years == | === Dallas career ===
http://dbpedia.org/class/yago/History106514093,http://dbpedia.org/resource/Names_of_Japan,Cipango,123,85,1.0,0.0,3,40,== The Hollywood years == | === Dallas career ===
http://dbpedia.org/class/yago/Indication106797169,http://dbpedia.org/resource/Names_of_Japan,Cipango,123,85,1.0,0.0,3,40,== The Hollywood years == | === Dallas career ===
http://dbpedia.org/class/yago/Record106647206,http://dbpedia.org/resource/Names_of_Japan,Cipango,123,85,1.0,0.0,3,40,== The Hollywood years == | === Dallas career ===
http://dbpedia.org/class/yago/WikicatEtymologies,http://dbpedia.org/resource/Names_of_Japan,Cipango,123,85,1.0,0.0,3,40,== The Hollywood years == | === Dallas career ===
http://dbpedia.org/class/yago/WikicatEtymologiesOfGeographicNames,http://dbpedia.org/resource/Names_of_Japan,Cipango,123,85,1.0,0.0,3,40,== The Hollywood years == | === Dallas career ===
