types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Casting_(performing_arts),Casting Directors,1108,54,0.9999997982422631,0.0,0,18,== Career == | === Other media ===
http://dbpedia.org/class/yago/WikicatPerformingArts,http://dbpedia.org/resource/Casting_(performing_arts),Casting Directors,1108,54,0.9999997982422631,0.0,0,18,== Career == | === Other media ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Casting_(performing_arts),Casting Directors,1108,54,0.9999997982422631,0.0,0,18,== Career == | === Other media ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Casting_(performing_arts),Casting Directors,1108,54,0.9999997982422631,0.0,0,18,== Career == | === Other media ===
http://dbpedia.org/class/yago/Art102743547,http://dbpedia.org/resource/Casting_(performing_arts),Casting Directors,1108,54,0.9999997982422631,0.0,0,18,== Career == | === Other media ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Casting_(performing_arts),Casting Directors,1108,54,0.9999997982422631,0.0,0,18,== Career == | === Other media ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Casting_(performing_arts),Casting Directors,1108,54,0.9999997982422631,0.0,0,18,== Career == | === Other media ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Casting_(performing_arts),Casting Directors,1108,54,0.9999997982422631,0.0,0,18,== Career == | === Other media ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Casting_(performing_arts),Casting Directors,1108,54,0.9999997982422631,0.0,0,18,== Career == | === Other media ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Casting_(performing_arts),Casting Directors,1108,54,0.9999997982422631,0.0,0,18,== Career == | === Other media ===
