types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cartoonist,strip cartoonist,5013,44,0.9999999999999858,0.0,0,10,== Career == | === Animation ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Cartoonist,strip cartoonist,5013,44,0.9999999999999858,0.0,0,10,== Career == | === Animation ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Cartoonist,strip cartoonist,5013,44,0.9999999999999858,0.0,0,10,== Career == | === Animation ===
