types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/WikicatGroupProcesses,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/WikicatPoliticalMetaphorsReferringToPeople,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/Device107068844,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/Metaphor107106800,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/Procedure101023820,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/RhetoricalDevice107098193,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/class/yago/Trope107105475,http://dbpedia.org/resource/Scapegoating,scapegoating,255,137,0.99999999999946,0.0,2,68,== Language and idiolect == | === Rhetoric ===
