types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatJungianArchetypes,http://dbpedia.org/resource/Jungian_archetypes,Jungian archetypes,226,62,1.0,0.0,2,12,== Biography == | === 1970s ===
http://dbpedia.org/class/yago/WikicatLiteraryArchetypes,http://dbpedia.org/resource/Jungian_archetypes,Jungian archetypes,226,62,1.0,0.0,2,12,== Biography == | === 1970s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Jungian_archetypes,Jungian archetypes,226,62,1.0,0.0,2,12,== Biography == | === 1970s ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Jungian_archetypes,Jungian archetypes,226,62,1.0,0.0,2,12,== Biography == | === 1970s ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Jungian_archetypes,Jungian archetypes,226,62,1.0,0.0,2,12,== Biography == | === 1970s ===
http://dbpedia.org/class/yago/Model105937112,http://dbpedia.org/resource/Jungian_archetypes,Jungian archetypes,226,62,1.0,0.0,2,12,== Biography == | === 1970s ===
http://dbpedia.org/class/yago/Original105938400,http://dbpedia.org/resource/Jungian_archetypes,Jungian archetypes,226,62,1.0,0.0,2,12,== Biography == | === 1970s ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Jungian_archetypes,Jungian archetypes,226,62,1.0,0.0,2,12,== Biography == | === 1970s ===
http://dbpedia.org/class/yago/Representation105926676,http://dbpedia.org/resource/Jungian_archetypes,Jungian archetypes,226,62,1.0,0.0,2,12,== Biography == | === 1970s ===
