types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Humanist110191192,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Musicologist110341243,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Anthropologist109796323,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Archeologist109804806,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Biographer109855433,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Classicist109926656,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
