types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Shima-uta,Shima-uta,25,247,1.0,0.0,4,53,== Career == | === Television fame ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Shima-uta,Shima-uta,25,247,1.0,0.0,4,53,== Career == | === Television fame ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Shima-uta,Shima-uta,25,247,1.0,0.0,4,53,== Career == | === Television fame ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Shima-uta,Shima-uta,25,247,1.0,0.0,4,53,== Career == | === Television fame ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Shima-uta,Shima-uta,25,247,1.0,0.0,4,53,== Career == | === Television fame ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Shima-uta,Shima-uta,25,247,1.0,0.0,4,53,== Career == | === Television fame ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/Shima-uta,Shima-uta,25,247,1.0,0.0,4,53,== Career == | === Television fame ===
http://dbpedia.org/class/yago/Wikicat1992Songs,http://dbpedia.org/resource/Shima-uta,Shima-uta,25,247,1.0,0.0,4,53,== Career == | === Television fame ===
