types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/City-state,city-states,1694,54,0.969727723868578,0.0158607271536223,2,9,== Work == | === Later work ===
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/resource/City-state,city-states,1694,54,0.969727723868578,0.0158607271536223,2,9,== Work == | === Later work ===
http://dbpedia.org/ontology/City,http://dbpedia.org/resource/City-state,city-states,1694,54,0.969727723868578,0.0158607271536223,2,9,== Work == | === Later work ===
