types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Podiatry,foot care,530,102,1.0,0.0,7,21,== Career == | === Advertising work ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Podiatry,foot care,530,102,1.0,0.0,7,21,== Career == | === Advertising work ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Podiatry,foot care,530,102,1.0,0.0,7,21,== Career == | === Advertising work ===
