types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Operation_Peter_Pan,Operation Peter Pan,64,99,1.0,0.0,3,3,== Biography == | === Early years ===
http://dbpedia.org/class/yago/WikicatCentralIntelligenceAgencyOperations,http://dbpedia.org/resource/Operation_Peter_Pan,Operation Peter Pan,64,99,1.0,0.0,3,3,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Operation_Peter_Pan,Operation Peter Pan,64,99,1.0,0.0,3,3,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Action114006945,http://dbpedia.org/resource/Operation_Peter_Pan,Operation Peter Pan,64,99,1.0,0.0,3,3,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Operation_Peter_Pan,Operation Peter Pan,64,99,1.0,0.0,3,3,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Operation114008806,http://dbpedia.org/resource/Operation_Peter_Pan,Operation Peter Pan,64,99,1.0,0.0,3,3,== Biography == | === Early years ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Operation_Peter_Pan,Operation Peter Pan,64,99,1.0,0.0,3,3,== Biography == | === Early years ===
