types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Album,http://dbpedia.org/resource/Koru,koru,87,102,1.0,0.0,6,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/WikicatVisualMotifs,http://dbpedia.org/resource/Koru,koru,87,102,1.0,0.0,6,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Koru,koru,87,102,1.0,0.0,6,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Decoration103169390,http://dbpedia.org/resource/Koru,koru,87,102,1.0,0.0,6,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Design103178782,http://dbpedia.org/resource/Koru,koru,87,102,1.0,0.0,6,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Motif103789014,http://dbpedia.org/resource/Koru,koru,87,102,1.0,0.0,6,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Koru,koru,87,102,1.0,0.0,6,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Koru,koru,87,102,1.0,0.0,6,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Koru,koru,87,102,1.0,0.0,6,16,== Personal life == | === Tattoos ===
