types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Astronomical_object,celestial object,1099,286,1.0,0.0,0,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/WikicatAstronomicalObjects,http://dbpedia.org/resource/Astronomical_object,celestial object,1099,286,1.0,0.0,0,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Astronomical_object,celestial object,1099,286,1.0,0.0,0,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Astronomical_object,celestial object,1099,286,1.0,0.0,0,55,== Attributed discoveries == | === In astronomy ===
