types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/School_Year_Abroad,School Year Abroad,17,37,1.0,0.0,4,3,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/School_Year_Abroad,School Year Abroad,17,37,1.0,0.0,4,3,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/School_Year_Abroad,School Year Abroad,17,37,1.0,0.0,4,3,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/School_Year_Abroad,School Year Abroad,17,37,1.0,0.0,4,3,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Plan105898568,http://dbpedia.org/resource/School_Year_Abroad,School Year Abroad,17,37,1.0,0.0,4,3,== Biography == | === Early years ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/School_Year_Abroad,School Year Abroad,17,37,1.0,0.0,4,3,== Biography == | === Early years ===
http://dbpedia.org/class/yago/WikicatStudyAbroadPrograms,http://dbpedia.org/resource/School_Year_Abroad,School Year Abroad,17,37,1.0,0.0,4,3,== Biography == | === Early years ===
