types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cinema_of_Mexico,Mexican Cinema,418,49,0.9999999999939178,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Cinema_of_Mexico,Mexican Cinema,418,49,0.9999999999939178,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Cinema_of_Mexico,Mexican Cinema,418,49,0.9999999999939178,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Cinema_of_Mexico,Mexican Cinema,418,49,0.9999999999939178,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Cinema_of_Mexico,Mexican Cinema,418,49,0.9999999999939178,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Cinema_of_Mexico,Mexican Cinema,418,49,0.9999999999939178,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Cinema_of_Mexico,Mexican Cinema,418,49,0.9999999999939178,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Market101097292,http://dbpedia.org/resource/Cinema_of_Mexico,Mexican Cinema,418,49,0.9999999999939178,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Cinema_of_Mexico,Mexican Cinema,418,49,0.9999999999939178,0.0,2,7,== Biography == | === Career ===
