types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cybernetics,Cybernetics,1760,18,0.999999999973511,0.0,2,11,== Projects == | === Duncan Avoid ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Cybernetics,Cybernetics,1760,18,0.999999999973511,0.0,2,11,== Projects == | === Duncan Avoid ===
http://dbpedia.org/ontology/ProgrammingLanguage,http://dbpedia.org/resource/Cybernetics,Cybernetics,1760,18,0.999999999973511,0.0,2,11,== Projects == | === Duncan Avoid ===
